Incident Number,Exposure Number,Alarm Date,Alarm Time,Incident Type,Incident Description,Estimated Property Loss,Estimated Content Loss,District,City Section,Neighborhood,Zip,Property Use,Property Description,Street Number,Street Prefix,Street Name,Street Type,Street Suffix,Address 2,xStreet Prefix,xStreet Name,xStreet Type,xStreet Suffix
17-0017246,0,3/19/17,2:47:41,554,Assist invalid                                    ,0,0,12,WR             ,West Roxbury                                      ,2132,419,1 or 2 family dwelling                            ,36,  ,MAPLEWOOD                ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017248,0,3/19/17,2:52:51,745,"Alarm system activation, no fire - unintentional  ",0,0,4,BO             ,Boston                                            ,2118,331,Hospital - medical or psychiatric                 ,720,  ,HARRISON                 ,  ,AVE ,: #14-1653                              ,  ,                         ,  ,    
17-0017249,0,3/19/17,2:53:54,151,"Outside rubbish, trash or waste fire              ",0,0,9,RX             ,Roxbury                                           ,2121,931,Open land or field                                ,16,  ,WYOMING                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017251,0,3/19/17,3:40:23,900,"Special type of incident, Other                   ",0,0,     ,               ,NULL,2151,    ,NULL,        ,  ,CITY OF REVERE           ,  ,    ,: @REVERE 8214                          ,  ,                         ,  ,    
17-0017253,0,3/19/17,4:47:43,553,Public service                                    ,0,0,7,DO             ,Dorchester                                        ,2125,962,"Residential street, road or residential driveway  ",        ,  ,GLENDALE                 ,  ,ST  ,                                        ,  ,GLEN                     ,  ,ST  
17-0017254,0,3/19/17,4:48:03,611,Dispatched & cancelled en route                   ,0,0,6,SB             ,South Boston                                      ,2210,    ,NULL,        ,  ,BOSTON WHARF             ,  ,RD  ,                                        ,  ,CONGRESS                 ,  ,ST  
17-0017255,0,3/19/17,4:48:15,712,"Direct tie to FD, malicious false alarm           ",0,0,4,BO             ,Boston                                            ,2111,331,Hospital - medical or psychiatric                 ,30,  ,BENNET                   ,  ,ST  ,: #15-1481                              ,  ,                         ,  ,    
17-0017256,0,3/19/17,4:56:22,424,Carbon monoxide incident                          ,0,0,12,WR             ,West Roxbury                                      ,2132,419,1 or 2 family dwelling                            ,571,  ,WELD                     ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017257,0,3/19/17,4:57:13,113,"Cooking fire, confined to container               ",0,0,9,JP             ,Jamaica Plain                                     ,2130,429,Multifamily dwelling                              ,191,  ,GREEN                    ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017258,0,3/19/17,5:47:33,733,Smoke detector activation due to malfunction      ,0,0,     ,               ,NULL,0,449,"Hotel/motel, commercial                           ",        ,  ,CITY OF SOMERVILLE       ,  ,    ,: #SOM1413    30 WASHINGTON ST          ,  ,                         ,  ,    
17-0017262,0,3/19/17,6:57:48,553,Public service                                    ,0,0,7,DO             ,Dorchester                                        ,2122,429,Multifamily dwelling                              ,24,  ,MANLEY                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017265,0,3/19/17,8:51:11,113,"Cooking fire, confined to container               ",0,0,9,RX             ,Roxbury                                           ,2119,429,Multifamily dwelling                              ,19-Mar,  ,WARDMAN                  ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0017269,0,3/19/17,9:48:01,553,Public service                                    ,0,0,9,RX             ,Roxbury                                           ,2119,419,1 or 2 family dwelling                            ,30,  ,CIRCUIT                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017272,0,3/19/17,10:17:15,745,"Alarm system activation, no fire - unintentional  ",0,0,12,HP             ,Hyde Park                                         ,2136,429,Multifamily dwelling                              ,11,  ,SUMMER                   ,  ,ST  ,: #13-3816                              ,  ,                         ,  ,    
17-0017273,0,3/19/17,10:20:09,553,Public service                                    ,0,0,6,SB             ,South Boston                                      ,2127,900,"Outside or special property, Other                ",        ,E ,BROADWAY                 ,  ,    ,: @SQ-PERKINS SQUARE                    ,W ,BROADWAY                 ,  ,    
17-0017274,0,3/19/17,10:23:28,413,Oil or other combustible liquid spill             ,0,0,12,RS             ,Roslindale                                        ,2131,419,1 or 2 family dwelling                            ,42,  ,DONCASTER                ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017275,0,3/19/17,10:24:46,600,"Good intent call, Other                           ",0,0,4,BO             ,Boston                                            ,2118,429,Multifamily dwelling                              ,1640,  ,WASHINGTON               ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017276,0,3/19/17,10:46:07,900T,BFD Drill                                         ,0,0,4,               ,NULL,2116,174,Rapid transit station                             ,800,  ,WASHINGTON               ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017277,0,3/19/17,10:46:42,900T,BFD Drill                                         ,0,0,12,RS             ,Roslindale                                        ,2131,962,"Residential street, road or residential driveway  ",4632,  ,WASHINGTON               ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017278,0,3/19/17,10:47:11,520,"Water problem, Other                              ",0,0,9,JP             ,Jamaica Plain                                     ,2119,429,Multifamily dwelling                              ,225,  ,CENTRE                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017279,0,3/19/17,10:51:02,553,Public service                                    ,0,0,9,RX             ,Roxbury                                           ,2115,429,Multifamily dwelling                              ,11,  ,NEW WHITNEY              ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017281,0,3/19/17,10:55:31,424,Carbon monoxide incident                          ,0,0,6,SB             ,South Boston                                      ,2127,429,Multifamily dwelling                              ,71,  ,B                        ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017284,0,3/19/17,11:10:17,424,Carbon monoxide incident                          ,0,0,6,SB             ,South Boston                                      ,2127,429,Multifamily dwelling                              ,71,  ,B                        ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017286,0,3/19/17,11:30:08,424,Carbon monoxide incident                          ,0,0,8,HP             ,Hyde Park                                         ,2126,419,1 or 2 family dwelling                            ,2,  ,RALSTON                  ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0017287,0,3/19/17,11:47:32,553,Public service                                    ,0,0,6,SB             ,South Boston                                      ,2127,100,"Assembly, Other                                   ",        ,  ,A                        ,  ,ST  ,                                        ,W ,BROADWAY                 ,  ,    
17-0017288,0,3/19/17,11:58:19,553,Public service                                    ,0,0,6,SB             ,South Boston                                      ,2127,900,"Outside or special property, Other                ",224,  ,MONSIGNOR DENNIS F O'CALL,  ,WAY ,                                        ,  ,                         ,  ,    
17-0017289,0,3/19/17,12:00:04,743,"Smoke detector activation, no fire - unintentional",0,0,4,BO             ,Boston                                            ,2215,311,"24-hour care Nursing homes, 4 or more persons     ",490,  ,COMMONWEALTH             ,  ,AVE ,: #WYN3518                              ,  ,                         ,  ,    
17-0017291,0,3/19/17,12:08:59,413,Oil or other combustible liquid spill             ,0,0,7,DO             ,Dorchester                                        ,2125,960,"Street, Other                                     ",641,  ,COLUMBIA                 ,  ,RD  ,: @BFD ENG 21                           ,  ,                         ,  ,    
17-0017299,0,3/19/17,13:00:06,553,Public service                                    ,0,0,12,HP             ,Hyde Park                                         ,2136,965,Vehicle parking area                              ,1025,  ,TRUMAN                   ,  ,PKWY,: @STOP & SHOP SUPERMARKET - 1025 TRUMAN,  ,                         ,  ,    
17-0017300,0,3/19/17,13:04:43,553,Public service                                    ,0,0,4,BO             ,Boston                                            ,2115,519,"Food and beverage sales, grocery store            ",245,  ,MASSACHUSETTS            ,  ,AVE ,: @BOSTON MARKET - 245 MASSACHUSETTS AVE,  ,                         ,  ,    
17-0017301,0,3/19/17,13:10:10,553,Public service                                    ,0,0,8,MT             ,Mattapan                                          ,2126,965,Vehicle parking area                              ,670,  ,CUMMINS                  ,  ,HWY ,:PETRO PLUS GAST STATION                ,  ,                         ,  ,    
17-0017302,0,3/19/17,13:15:27,554,Assist invalid                                    ,0,0,4,RX             ,Roxbury                                           ,2120,429,Multifamily dwelling                              ,10,  ,HAMMOND                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017306,0,3/19/17,13:31:00,734,Heat detector activation due to malfunction       ,0,0,11,BR             ,Allston-Brighton                                  ,2135,419,1 or 2 family dwelling                            ,139,  ,NOTTINGHILL              ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0017307,0,3/19/17,13:47:05,116,"Fuel burner/boiler malfunction, fire confined     ",0,0,8,MT             ,Mattapan                                          ,2126,419,1 or 2 family dwelling                            ,82,  ,WOODHAVEN                ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017308,0,3/19/17,13:48:57,600,"Good intent call, Other                           ",0,0,7,DO             ,Dorchester                                        ,2125,960,"Street, Other                                     ",555,  ,COLUMBIA                 ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0017310,0,3/19/17,13:51:33,746,"Carbon monoxide detector activation, no CO        ",0,0,6,SB             ,South Boston                                      ,2127,429,Multifamily dwelling                              ,783,E ,FOURTH                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017314,0,3/19/17,14:15:20,743,"Smoke detector activation, no fire - unintentional",0,0,11,BR             ,Allston-Brighton                                  ,2134,580,"General retail, Other                             ",153,  ,BRIGHTON                 ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0017316,0,3/19/17,14:27:59,711,"Municipal alarm system, malicious false alarm     ",0,0,8,DO             ,Dorchester                                        ,2124,960,"Street, Other                                     ",        ,  ,ASHMONT                  ,  ,ST  ,: #3442                                 ,  ,OCEAN                    ,  ,ST  
17-0017317,0,3/19/17,14:33:51,444,Power line down                                   ,0,0,8,DO             ,Dorchester                                        ,2124,962,"Residential street, road or residential driveway  ",301,  ,HARVARD                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017318,0,3/19/17,14:35:13,113,"Cooking fire, confined to container               ",0,0,9,RX             ,Roxbury                                           ,2120,459,Residential board and care                        ,20,  ,PARKER HILL              ,  ,AVE ,: #CLM810                               ,  ,                         ,  ,    
17-0017319,0,3/19/17,14:38:54,621,Wrong location                                    ,0,0,12,HP             ,Hyde Park                                         ,2136,419,1 or 2 family dwelling                            ,112,  ,WASHINGTON               ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017320,0,3/19/17,14:48:24,111,Building fire                                     ,0,1000,12,HP             ,Hyde Park                                         ,2136,419,1 or 2 family dwelling                            ,112,  ,AUSTIN                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017321,0,3/19/17,15:02:26,553,Public service                                    ,0,0,6,SB             ,South Boston                                      ,2127,161,Restaurant or cafeteria                           ,510,  ,SOUTHAMPTON              ,  ,ST  ,": @DUNKIN DONUTS - 510 SOUTHAMPTON ST, S",  ,                         ,  ,    
17-0017322,0,3/19/17,15:16:18,511,Lock-out                                          ,0,0,11,BR             ,Allston-Brighton                                  ,2135,900,"Outside or special property, Other                ",315,  ,CHESTNUT HILL            ,  ,AVE ,:BANK                                   ,  ,                         ,  ,    
17-0017326,0,3/19/17,15:39:45,522,Water or steam leak                               ,0,0,4,BO             ,Boston                                            ,2115,429,Multifamily dwelling                              ,49,  ,SYMPHONY                 ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0017330,0,3/19/17,15:45:46,113,"Cooking fire, confined to container               ",0,0,4,BO             ,Boston                                            ,2115,429,Multifamily dwelling                              ,333,  ,MASSACHUSETTS            ,  ,AVE ,: @SYMPHONY PLAZA WEST                  ,  ,                         ,  ,    
17-0017332,0,3/19/17,16:07:55,743,"Smoke detector activation, no fire - unintentional",0,0,9,JP             ,Jamaica Plain                                     ,2130,429,Multifamily dwelling                              ,14,  ,ARMSTRONG                ,  ,ST  ,: #CLM583                               ,  ,                         ,  ,    
17-0017334,0,3/19/17,16:11:54,444,Power line down                                   ,0,0,7,DO             ,Dorchester                                        ,2125,900,"Outside or special property, Other                ",36,  ,HARLOW                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017335,0,3/19/17,16:20:26,522,Water or steam leak                               ,0,0,7,DO             ,Dorchester                                        ,2122,429,Multifamily dwelling                              ,26,  ,RIDGEWOOD                ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017339,0,3/19/17,16:53:07,714,"Central station, malicious false alarm            ",0,0,3,BO             ,Boston                                            ,2108,241,"Adult education center, college classroom         ",73,  ,TREMONT                  ,  ,ST  ,: @COL-SUFFOLK-ROSALIE K. STAHL CENTER  ,  ,                         ,  ,    
17-0017340,0,3/19/17,16:55:25,553,Public service                                    ,0,0,4,BO             ,Boston                                            ,2215,429,Multifamily dwelling                              ,11,  ,QUEENSBERRY              ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017342,0,3/19/17,17:03:00,150,"Outside rubbish fire, Other                       ",0,0,7,DO             ,Dorchester                                        ,2127,900,"Outside or special property, Other                ",875,  ,COLUMBIA                 ,  ,RD  ,: @MBTA STA-JFK UMASS                   ,  ,                         ,  ,    
17-0017343,0,3/19/17,17:12:35,651,"Smoke scare, odor of smoke                        ",0,0,4,BO             ,Boston                                            ,2115,429,Multifamily dwelling                              ,315,  ,COMMONWEALTH             ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0017344,0,3/19/17,17:16:23,113,"Cooking fire, confined to container               ",0,0,4,BO             ,Boston                                            ,2116,429,Multifamily dwelling                              ,119,  ,BERKELEY                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017346,0,3/19/17,17:19:51,552,Police matter                                     ,0,0,6,SB             ,South Boston                                      ,2127,900,"Outside or special property, Other                ",700,E ,FOURTH                   ,  ,ST  ,: @BFD ENG 2                            ,  ,                         ,  ,    
17-0017351,0,3/19/17,17:48:40,113,"Cooking fire, confined to container               ",0,0,9,RX             ,Roxbury                                           ,2119,429,Multifamily dwelling                              ,80,  ,WALNUT                   ,  ,AVE ,: #INS572                               ,  ,                         ,  ,    
17-0017352,0,3/19/17,18:03:53,118,"Trash or rubbish fire, contained                  ",0,10,7,DO             ,Dorchester                                        ,2125,400,"Residential, Other                                ",84,  ,CUSHING                  ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0017355,0,3/19/17,18:32:55,911,Citizen complaint                                 ,0,0,7,DO             ,Dorchester                                        ,2122,960,"Street, Other                                     ",84,  ,PARK                     ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017357,0,3/19/17,18:47:48,712,"Direct tie to FD, malicious false alarm           ",0,0,4,BO             ,Boston                                            ,2118,331,Hospital - medical or psychiatric                 ,85,E ,NEWTON                   ,  ,ST  ,: #12-1653                              ,  ,                         ,  ,    
17-0017358,0,3/19/17,18:54:20,522,Water or steam leak                               ,0,0,12,HP             ,Hyde Park                                         ,2136,429,Multifamily dwelling                              ,11,  ,ROXANA                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017361,0,3/19/17,19:03:18,651,"Smoke scare, odor of smoke                        ",0,0,4,BO             ,Boston                                            ,2115,429,Multifamily dwelling                              ,        ,  ,COMMONWEALTH             ,  ,AVE ,                                        ,  ,HEREFORD                 ,  ,ST  
17-0017365,0,3/19/17,19:20:54,744,"Detector activation, no fire - unintentional      ",0,0,4,BO             ,Boston                                            ,2111,160,"Eating, drinking places, other                    ",64-72   ,  ,KNEELAND                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017368,0,3/19/17,19:41:53,511,Lock-out                                          ,0,0,8,DO             ,Dorchester                                        ,2122,965,Vehicle parking area                              ,575,  ,FREEPORT                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017369,0,3/19/17,19:42:10,113,"Cooking fire, confined to container               ",0,0,3,BO             ,Boston                                            ,2114,429,Multifamily dwelling                              ,175,  ,BLOSSOM                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017370,0,3/19/17,19:43:20,100,"Fire, Other                                       ",0,0,3,CH             ,Charlestown                                       ,2129,419,1 or 2 family dwelling                            ,137,  ,BUNKER HILL              ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017372,0,3/19/17,19:50:06,711,"Municipal alarm system, malicious false alarm     ",0,0,8,MT             ,Mattapan                                          ,2126,961,Highway or divided highway                        ,        ,  ,ALMONT                   ,  ,ST  ,: #3655                                 ,  ,BLUE HILL                ,  ,AVE 
17-0017374,0,3/19/17,19:56:12,553,Public service                                    ,0,0,11,BR             ,Allston-Brighton                                  ,2135,419,1 or 2 family dwelling                            ,3,  ,OAKLAND                  ,  ,PL  ,                                        ,  ,                         ,  ,    
17-0017376,0,3/19/17,20:08:35,700,"False alarm or false call, Other                  ",0,0,3,CH             ,Charlestown                                       ,2129,648,Sanitation utility                                ,14,  ,BUNKER HILL INDUSTRIAL   ,  ,PARK,                                        ,  ,                         ,  ,    
17-0017377,0,3/19/17,20:10:14,400,"Hazardous condition, Other                        ",0,0,9,RX             ,Roxbury                                           ,2119,429,Multifamily dwelling                              ,144,  ,DUDLEY                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017378,0,3/19/17,20:10:34,743,"Smoke detector activation, no fire - unintentional",0,0,12,WR             ,West Roxbury                                      ,2467,429,Multifamily dwelling                              ,1-Feb,  ,WESTGATE                 ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0017379,0,3/19/17,20:12:17,151,"Outside rubbish, trash or waste fire              ",0,0,6,SB             ,South Boston                                      ,2127,429,Multifamily dwelling                              ,737,E ,SEVENTH                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017380,0,3/19/17,20:14:52,553,Public service                                    ,0,0,9,RX             ,Roxbury                                           ,2120,962,"Residential street, road or residential driveway  ",        ,  ,IROQUOIS                 ,  ,ST  ,                                        ,  ,CALUMET                  ,  ,ST  
17-0017381,0,3/19/17,20:23:22,551,Assist police or other governmental agency        ,0,0,12,RS             ,Roslindale                                        ,2131,429,Multifamily dwelling                              ,77,  ,SEYMOUR                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017382,0,3/19/17,20:23:37,113,"Cooking fire, confined to container               ",0,0,12,HP             ,Hyde Park                                         ,2136,429,Multifamily dwelling                              ,1904,  ,RIVER                    ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017383,0,3/19/17,20:23:37,424,Carbon monoxide incident                          ,0,0,8,DO             ,Dorchester                                        ,2124,429,Multifamily dwelling                              ,6,  ,WENTWORTH                ,  ,TER ,                                        ,  ,                         ,  ,    
17-0017384,0,3/19/17,20:26:01,553,Public service                                    ,0,0,6,SB             ,South Boston                                      ,2127,963,Street or road in commercial area                 ,272,  ,D                        ,  ,ST  ,: @BFD ENG 39                           ,  ,                         ,  ,    
17-0017390,0,3/19/17,20:51:29,412,Gas leak (natural gas or LPG)                     ,0,0,9,RX             ,Roxbury                                           ,2120,962,"Residential street, road or residential driveway  ",154,  ,CALUMET                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017391,0,3/19/17,20:57:11,554,Assist invalid                                    ,0,0,7,DO             ,Dorchester                                        ,2125,429,Multifamily dwelling                              ,130,  ,AUCKLAND                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017392,0,3/19/17,20:58:31,113,"Cooking fire, confined to container               ",0,0,4,BO             ,Boston                                            ,2118,429,Multifamily dwelling                              ,160,W ,SPRINGFIELD              ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017393,0,3/19/17,21:05:33,413,Oil or other combustible liquid spill             ,0,0,11,BR             ,Allston-Brighton                                  ,2215,963,Street or road in commercial area                 ,        ,  ,BOSTON UNIVERSITY        ,  ,BRG ,                                        ,  ,COMMONWEALTH             ,  ,AVE 
17-0017394,0,3/19/17,21:08:50,611,Dispatched & cancelled en route                   ,0,0,6,SB             ,South Boston                                      ,2127,    ,NULL,5,  ,ROGERS                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017396,0,3/19/17,21:38:29,553,Public service                                    ,0,0,4,BO             ,Boston                                            ,2118,429,Multifamily dwelling                              ,55,  ,TRAVELER                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017397,0,3/19/17,21:54:14,113,"Cooking fire, confined to container               ",0,0,9,RX             ,Roxbury                                           ,2121,429,Multifamily dwelling                              ,135,  ,TOWNSEND                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017398,0,3/19/17,21:58:59,711,"Municipal alarm system, malicious false alarm     ",0,0,12,HP             ,Hyde Park                                         ,2136,962,"Residential street, road or residential driveway  ",        ,  ,GRANTLEY                 ,  ,ST  ,: #3756                                 ,  ,HYDE PARK                ,  ,AVE 
17-0017401,0,3/19/17,22:07:44,571,"Cover assignment, standby, moveup                 ",0,0,     ,               ,NULL,0,429,Multifamily dwelling                              ,        ,  ,CITY OF SOMERVILLE       ,  ,    ,: @SOMERVILLE 8217                      ,  ,                         ,  ,    
17-0017402,0,3/19/17,22:15:33,745,"Alarm system activation, no fire - unintentional  ",0,0,3,BO             ,Boston                                            ,2114,429,Multifamily dwelling                              ,58,  ,PHILLIPS                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017404,0,3/19/17,22:20:28,113,"Cooking fire, confined to container               ",0,100,4,BO             ,Boston                                            ,2118,429,Multifamily dwelling                              ,55,  ,TRAVELER                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017410,0,3/19/17,23:07:40,553,Public service                                    ,0,0,4,BO             ,Boston                                            ,2118,429,Multifamily dwelling                              ,11,E ,NEWTON                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017413,0,3/19/17,23:10:45,553,Public service                                    ,0,0,7,RX             ,Roxbury                                           ,2119,962,"Residential street, road or residential driveway  ",39,  ,BETHUNE                  ,  ,WAY ,                                        ,  ,                         ,  ,    
17-0017415,0,3/19/17,23:15:11,600,"Good intent call, Other                           ",0,0,11,BR             ,Allston-Brighton                                  ,2467,900,"Outside or special property, Other                ",        ,  ,BEACON                   ,  ,ST  ,                                        ,  ,CHESTNUT HILL            ,  ,AVE 
17-0017417,0,3/19/17,23:47:24,735,Alarm system sounded due to malfunction           ,0,0,11,BR             ,Allston-Brighton                                  ,2135,519,"Food and beverage sales, grocery store            ",480,  ,WASHINGTON               ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017418,0,3/20/17,0:04:52,611,Dispatched & cancelled en route                   ,0,0,4,BO             ,Boston                                            ,2116,    ,NULL,145,  ,DARTMOUTH                ,  ,ST  ,: @MBTA STA-BACKBAY U                   ,  ,                         ,  ,    
17-0017419,0,3/20/17,0:08:20,111,Building fire                                     ,10000,1000,1,EB             ,East Boston                                       ,2128,429,Multifamily dwelling                              ,28,  ,DECATUR                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017421,0,3/20/17,0:23:32,500,"Service Call, other                               ",0,0,1,EB             ,East Boston                                       ,2128,419,1 or 2 family dwelling                            ,63,  ,SAINT ANDREW             ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0017424,0,3/20/17,0:37:36,651,"Smoke scare, odor of smoke                        ",0,0,7,RX             ,Roxbury                                           ,2119,429,Multifamily dwelling                              ,215-233 ,  ,BLUE HILL                ,  ,AVE ,: #INS161                               ,  ,                         ,  ,    
17-0017429,0,3/20/17,1:52:27,611,Dispatched & cancelled en route                   ,0,0,6,SB             ,South Boston                                      ,2127,    ,NULL,        ,  ,MERCER                   ,  ,ST  ,: alias MERCER/E 8TH                    ,E ,EIGHTH                   ,  ,ST  
17-0017430,0,3/20/17,2:09:23,520,"Water problem, Other                              ",0,0,1,EB             ,East Boston                                       ,2128,419,1 or 2 family dwelling                            ,249,  ,MAVERICK                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017433,0,3/20/17,2:46:09,611,Dispatched & cancelled en route                   ,0,0,3,BO             ,Boston                                            ,2108,    ,NULL,158,  ,MOUNT VERNON             ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017439,0,3/20/17,3:50:04,611,Dispatched & cancelled en route                   ,0,0,11,BR             ,Allston-Brighton                                  ,2135,    ,NULL,93,  ,STRATHMORE               ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0017440,0,3/20/17,4:03:01,554,Assist invalid                                    ,0,0,12,RS             ,Roslindale                                        ,2131,419,1 or 2 family dwelling                            ,576,  ,SOUTH                    ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017446,0,3/20/17,5:05:49,553,Public service                                    ,0,0,9,RX             ,Roxbury                                           ,2119,429,Multifamily dwelling                              ,115,  ,REGENT                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017448,0,3/20/17,5:41:50,445,"Arcing, shorted electrical equipment              ",0,0,4,BO             ,Boston                                            ,2118,599,Business office                                   ,500,  ,HARRISON                 ,  ,AVE ,: #WYN4101                              ,  ,                         ,  ,    
17-0017450,0,3/20/17,6:01:21,400,"Hazardous condition, Other                        ",0,0,11,BR             ,Allston-Brighton                                  ,2215,951,Railroad right-of-way                             ,        ,  ,BABCOCK                  ,  ,ST  ,                                        ,  ,COMMONWEALTH             ,  ,AVE 
17-0017453,0,3/20/17,6:06:13,554,Assist invalid                                    ,0,0,6,SB             ,South Boston                                      ,2127,429,Multifamily dwelling                              ,206,  ,I                        ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017454,0,3/20/17,6:07:10,553,Public service                                    ,0,0,7,RX             ,Roxbury                                           ,2119,429,Multifamily dwelling                              ,19,  ,BETHUNE                  ,  ,WAY ,                                        ,  ,                         ,  ,    
17-0017455,0,3/20/17,6:28:26,440,"Electrical  wiring/equipment problem, Other       ",0,0,4,BO             ,Boston                                            ,2116,449,"Hotel/motel, commercial                           ",16-Oct,  ,BOYLSTON                 ,  ,ST  ,: @HOTEL-CHARLESMARK HOTEL LLC - 655 BOY,  ,                         ,  ,    
17-0017456,0,3/20/17,6:52:27,600,"Good intent call, Other                           ",0,0,8,MT             ,Mattapan                                          ,2126,429,Multifamily dwelling                              ,610,  ,CUMMINS                  ,  ,HWY ,                                        ,  ,                         ,  ,    
17-0017457,0,3/20/17,6:54:39,733,Smoke detector activation due to malfunction      ,0,0,11,BR             ,Allston-Brighton                                  ,2135,429,Multifamily dwelling                              ,70,  ,CHISWICK                 ,  ,RD  ,: #AFA5195                              ,  ,                         ,  ,    
17-0017459,0,3/20/17,7:35:41,651,"Smoke scare, odor of smoke                        ",0,0,8,MT             ,Mattapan                                          ,2126,963,Street or road in commercial area                 ,        ,  ,BLUE HILL                ,  ,AVE ,: #3658                                 ,  ,RIVER                    ,  ,ST  
17-0017460,0,3/20/17,7:36:59,711,"Municipal alarm system, malicious false alarm     ",0,0,3,BO             ,Boston                                            ,2114,331,Hospital - medical or psychiatric                 ,265,  ,CHARLES                  ,  ,ST  ,: #MGH33                                ,  ,                         ,  ,    
17-0017462,0,3/20/17,7:42:08,621,Wrong location                                    ,0,0,4,RX             ,Roxbury                                           ,2119,UUU ,Undetermined                                      ,31,  ,HAROLD                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017470,0,3/20/17,8:13:44,743,"Smoke detector activation, no fire - unintentional",0,0,6,SB             ,South Boston                                      ,2127,429,Multifamily dwelling                              ,506,E ,BROADWAY                 ,  ,    ,                                        ,  ,                         ,  ,    
17-0017472,0,3/20/17,8:15:58,554,Assist invalid                                    ,0,0,12,RS             ,Roslindale                                        ,2131,429,Multifamily dwelling                              ,58,  ,WYVERN                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0017474,0,3/20/17,8:25:41,113,"Cooking fire, confined to container               ",0,0,9,RX             ,Roxbury                                           ,2121,130,"Places of worship, funeral parlors, other         ",211,  ,HUMBOLDT                 ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0017476,0,3/20/17,8:56:47,743,"Smoke detector activation, no fire - unintentional",0,0,7,DO             ,Dorchester                                        ,2121,210,"Schools, non-adult, other                         ",77,  ,LAWRENCE                 ,  ,AVE ,: #12-1787                              ,  ,                         ,  ,    
17-0017478,0,3/20/17,9:18:54,424,Carbon monoxide incident                          ,0,0,12,RS             ,Roslindale                                        ,2131,419,1 or 2 family dwelling                            ,49,  ,WHITFORD                 ,  ,ST  ,                                        ,  ,                         ,  ,    
