Incident Number,Exposure Number,Alarm Date,Alarm Time,Incident Type,Incident Description,Estimated Property Loss,Estimated Content Loss,District,City Section,Neighborhood,Zip,Property Use,Property Description,Street Number,Street Prefix,Street Name,Street Type,Street Suffix,Address 2,xStreet Prefix,xStreet Name,xStreet Type,xStreet Suffix
17-0003593,0,01/17/17,18:28:42,714,"Central station, malicious false alarm            ",0,0,1,EB             ,East Boston                                       ,02128,429,Multifamily dwelling                              ,400,  ,BORDER                   ,  ,ST  ,: #AFA8181                              ,  ,                         ,  ,    
17-0003594,0,01/17/17,18:28:46,553,Public service                                    ,0,0,3,BO             ,Boston                                            ,02114,100,"Assembly, Other                                   ",100,  ,LEGENDS                  ,  ,WAY ,: @BLDG-BOSTON GARDEN                   ,  ,                         ,  ,    
17-0003595,0,01/17/17,18:34:07,745,"Alarm system activation, no fire - unintentional  ",0,0,7,DO             ,Dorchester                                        ,02122,700,"Manufacturing, processing                         ",50,  ,PARK                     ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003597,0,01/17/17,18:50:32,113,"Cooking fire, confined to container               ",0,100,3,CH             ,Charlestown                                       ,02129,429,Multifamily dwelling                              ,103,  ,NINTH                    ,  ,ST  ,: #12-4217                              ,  ,                         ,  ,    
17-0003598,0,01/17/17,18:54:21,745,"Alarm system activation, no fire - unintentional  ",0,0,7,DO             ,Dorchester                                        ,02125,429,Multifamily dwelling                              ,25,  ,WILLIAM T MORRISSEY      ,  ,BLVD,                                        ,  ,                         ,  ,    
17-0003600,0,01/17/17,19:03:25,900,"Special type of incident, Other                   ",0,0,8,DO             ,Dorchester                                        ,02124,0,"Property Use, Other                               ",9,  ,GALLIVAN                 ,  ,BLVD,                                        ,  ,                         ,  ,    
17-0003601,0,01/17/17,19:03:38,900,"Special type of incident, Other                   ",0,0,8,DO             ,Dorchester                                        ,02124,0,"Property Use, Other                               ",9,  ,GALLIVAN                 ,  ,BLVD,                                        ,  ,                         ,  ,    
17-0003603,0,01/17/17,19:11:22,554,Assist invalid                                    ,0,0,12,WR             ,West Roxbury                                      ,02132,429,Multifamily dwelling                              ,20,  ,CHERITON                 ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0003606,0,01/17/17,19:20:55,700,"False alarm or false call, Other                  ",0,0,7,DO             ,Dorchester                                        ,02125,429,Multifamily dwelling                              ,25,  ,WILLIAM T MORRISSEY      ,  ,BLVD,                                        ,  ,                         ,  ,    
17-0003607,0,01/17/17,19:21:39,113,"Cooking fire, confined to container               ",0,0,6,DO             ,Dorchester                                        ,02125,429,Multifamily dwelling                              ,7,  ,OCEAN VIEW               ,  ,DR  ,: #12-1918                              ,  ,                         ,  ,    
17-0003611,0,01/17/17,19:34:49,651,"Smoke scare, odor of smoke                        ",0,0,9,JP             ,Jamaica Plain                                     ,02130,419,1 or 2 family dwelling                            ,20,  ,SHERIDAN                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003613,0,01/17/17,19:46:18,651,"Smoke scare, odor of smoke                        ",0,0,8,DO             ,Dorchester                                        ,02124,419,1 or 2 family dwelling                            ,95,  ,WILMINGTON               ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0003614,0,01/17/17,19:57:41,553,Public service                                    ,0,0,4,BO             ,Boston                                            ,02116,549,Specialty shop                                    ,755,  ,BOYLSTON                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003616,0,01/17/17,20:05:05,714,"Central station, malicious false alarm            ",0,0,3,BO             ,Boston                                            ,02111,460,"Dormitory-type residence, other                   ",47,  ,WEST                     ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003620,0,01/17/17,20:11:13,743,"Smoke detector activation, no fire - unintentional",0,0,3,BO             ,Boston                                            ,02113,400,"Residential, Other                                ",56,  ,PRINCE                   ,  ,ST  ,: #CLM195                               ,  ,                         ,  ,    
17-0003622,0,01/17/17,20:34:54,445,"Arcing, shorted electrical equipment              ",0,0,11,BR             ,Allston-Brighton                                  ,02135,962,"Residential street, road or residential driveway  ",        ,  ,DUSTIN                   ,  ,ST  ,                                        ,N ,BEACON                   ,  ,ST  
17-0003624,0,01/17/17,21:05:25,412,Gas leak (natural gas or LPG)                     ,0,0,8,HP             ,Hyde Park                                         ,02126,419,1 or 2 family dwelling                            ,10,  ,HOLMFIELD                ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0003627,0,01/17/17,21:22:05,113,"Cooking fire, confined to container               ",0,0,9,RX             ,Roxbury                                           ,02115,429,Multifamily dwelling                              ,777-779 ,  ,HUNTINGTON               ,  ,AVE ,: #CLM672                               ,  ,                         ,  ,    
17-0003628,0,01/17/17,21:28:47,611,Dispatched & cancelled en route                   ,0,0,4,BO             ,Boston                                            ,02118,    ,NULL,444,  ,HARRISON                 ,  ,AVE ,: @PINE STREET INN INC - 444 HARRISON AV,  ,                         ,  ,    
17-0003630,0,01/17/17,21:53:28,600,"Good intent call, Other                           ",0,0,1,EB             ,East Boston                                       ,02128,900,"Outside or special property, Other                ",        ,  ,BROOKS                   ,  ,ST  ,                                        ,  ,EUTAW                    ,  ,ST  
17-0003631,0,01/17/17,22:03:58,735,Alarm system sounded due to malfunction           ,0,0,11,BR             ,Allston-Brighton                                  ,02135,429,Multifamily dwelling                              ,83,  ,GORDON                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003632,0,01/17/17,22:06:37,600,"Good intent call, Other                           ",0,0,1,EB             ,East Boston                                       ,02128,429,Multifamily dwelling                              ,87,  ,EUTAW                    ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003633,0,01/17/17,22:17:48,743,"Smoke detector activation, no fire - unintentional",0,0,11,BR             ,Allston-Brighton                                  ,02135,400,"Residential, Other                                ",40,  ,WALLINGFORD              ,  ,RD  ,: #13-5331                              ,  ,                         ,  ,    
17-0003634,0,01/17/17,22:33:05,735,Alarm system sounded due to malfunction           ,0,0,11,BR             ,Allston-Brighton                                  ,02134,429,Multifamily dwelling                              ,88,  ,GORDON                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003635,0,01/17/17,22:33:50,553,Public service                                    ,0,0,8,DO             ,Dorchester                                        ,02124,400,"Residential, Other                                ",30,  ,BROWNING                 ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0003637,0,01/17/17,22:50:58,553,Public service                                    ,0,0,6,SB             ,South Boston                                      ,02127,429,Multifamily dwelling                              ,251,  ,MONSIGNOR DENNIS F O'CALL,  ,WAY ,                                        ,  ,                         ,  ,    
17-0003638,0,01/17/17,23:03:02,611,Dispatched & cancelled en route                   ,0,0,12,JP             ,Jamaica Plain                                     ,02130,    ,NULL,3699,  ,WASHINGTON               ,  ,ST  ,: @MBTA STA-FOREST HILLS                ,  ,                         ,  ,    
17-0003639,0,01/17/17,23:22:47,700,"False alarm or false call, Other                  ",0,0,9,RX             ,Roxbury                                           ,02119,419,1 or 2 family dwelling                            ,22,N ,CHARLAME                 ,  ,CT  ,                                        ,  ,                         ,  ,    
17-0003641,0,01/17/17,23:49:50,714,"Central station, malicious false alarm            ",0,0,4,BO             ,Boston                                            ,02116,599,Business office                                   ,116,  ,HUNTINGTON               ,  ,AVE ,: #17-1565                              ,  ,                         ,  ,    
17-0003644,0,01/18/17,0:39:05,424,Carbon monoxide incident                          ,0,0,7,DO             ,Dorchester                                        ,02122,429,Multifamily dwelling                              ,10,  ,MANLEY                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003645,0,01/18/17,0:51:38,600,"Good intent call, Other                           ",0,0,1,EB             ,East Boston                                       ,02128,429,Multifamily dwelling                              ,404,  ,MERIDIAN                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003646,0,01/18/17,1:04:00,900,"Special type of incident, Other                   ",0,0,     ,               ,NULL,02138,963,Street or road in commercial area                 ,        ,  ,CITY OF CAMBRIDGE        ,  ,    ,: #CAM1341                              ,  ,                         ,  ,    
17-0003648,0,01/18/17,1:27:04,745,"Alarm system activation, no fire - unintentional  ",0,0,3,BO             ,Boston                                            ,02109,100,"Assembly, Other                                   ",2,  ,FANEUIL HALL MARKETPLACE ,  ,    ,: #12-1256                              ,  ,                         ,  ,    
17-0003652,0,01/18/17,2:45:19,712,"Direct tie to FD, malicious false alarm           ",0,0,3,BO             ,Boston                                            ,02114,882,"Parking garage, general vehicle                   ",121,  ,NASHUA                   ,  ,ST  ,: #16-1341                              ,  ,                         ,  ,    
17-0003654,0,01/18/17,2:56:10,713,"Telephone, malicious false alarm                  ",0,0,3,BO             ,Boston                                            ,02113,419,1 or 2 family dwelling                            ,        ,  ,FOSTER                   ,  ,ST  ,                                        ,  ,CHARTER                  ,  ,ST  
17-0003655,0,01/18/17,4:05:32,500,"Service Call, other                               ",0,0,11,BR             ,Allston-Brighton                                  ,02134,429,Multifamily dwelling                              ,1299,  ,COMMONWEALTH             ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0003659,0,01/18/17,4:35:14,731,Sprinkler activation due to malfunction           ,0,0,11,BR             ,Allston-Brighton                                  ,02215,429,Multifamily dwelling                              ,1082,  ,COMMONWEALTH             ,  ,AVE ,: #ACI0044                              ,  ,                         ,  ,    
17-0003661,0,01/18/17,5:41:30,745,"Alarm system activation, no fire - unintentional  ",0,0,9,RX             ,Roxbury                                           ,02121,429,Multifamily dwelling                              ,60,  ,CHENEY                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003662,0,01/18/17,5:56:51,553,Public service                                    ,0,0,6,SB             ,South Boston                                      ,02127,429,Multifamily dwelling                              ,295,  ,D                        ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003663,0,01/18/17,6:09:11,745,"Alarm system activation, no fire - unintentional  ",0,0,9,JP             ,Jamaica Plain                                     ,02130,429,Multifamily dwelling                              ,509,  ,CENTRE                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003668,0,01/18/17,7:01:45,745,"Alarm system activation, no fire - unintentional  ",0,0,11,BR             ,Allston-Brighton                                  ,02135,429,Multifamily dwelling                              ,114,  ,STRATHMORE               ,  ,RD  ,: #AFA7611                              ,  ,                         ,  ,    
17-0003669,0,01/18/17,7:07:14,714,"Central station, malicious false alarm            ",0,0,6,SB             ,South Boston                                      ,02127,519,"Food and beverage sales, grocery store            ",40,W ,THIRD                    ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003672,0,01/18/17,7:41:22,744,"Detector activation, no fire - unintentional      ",0,0,3,BO             ,Boston                                            ,02109,500,"Mercantile, business, Other                       ",7,  ,LIBERTY                  ,  ,SQ  ,                                        ,  ,                         ,  ,    
17-0003673,0,01/18/17,7:47:14,440,"Electrical  wiring/equipment problem, Other       ",0,0,8,DO             ,Dorchester                                        ,02122,419,1 or 2 family dwelling                            ,32,  ,LABAN PRATT              ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0003674,0,01/18/17,7:48:14,500,"Service Call, other                               ",0,0,4,BO             ,Boston                                            ,02115,400,"Residential, Other                                ",352,  ,MASSACHUSETTS            ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0003677,0,01/18/17,7:56:44,600,"Good intent call, Other                           ",0,0,9,JP             ,Jamaica Plain                                     ,02119,400,"Residential, Other                                ",3091,  ,WASHINGTON               ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003678,0,01/18/17,7:57:21,511,Lock-out                                          ,0,0,1,EB             ,East Boston                                       ,02128,960,"Street, Other                                     ",37,  ,MORRIS                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003684,0,01/18/17,8:32:38,714,"Central station, malicious false alarm            ",0,0,3,BO             ,Boston                                            ,02108,599,Business office                                   ,16-Oct,  ,TREMONT                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003686,0,01/18/17,8:46:59,743,"Smoke detector activation, no fire - unintentional",0,0,4,BO             ,Boston                                            ,02111,400,"Residential, Other                                ",15,  ,OXFORD                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003687,0,01/18/17,8:50:17,522,Water or steam leak                               ,0,0,9,JP             ,Jamaica Plain                                     ,02130,331,Hospital - medical or psychiatric                 ,150,S ,HUNTINGTON               ,  ,AVE ,: #14-2382                              ,  ,                         ,  ,    
17-0003690,0,01/18/17,9:02:45,743,"Smoke detector activation, no fire - unintentional",0,0,4,BO             ,Boston                                            ,02115,241,"Adult education center, college classroom         ",291,  ,SAINT BOTOLPH            ,  ,ST  ,: #NEU412                               ,  ,                         ,  ,    
17-0003691,0,01/18/17,9:03:45,443,Breakdown of light ballast                        ,0,0,11,BR             ,Allston-Brighton                                  ,02135,213,"Elementary school, including kindergarten         ",54,  ,DIGHTON                  ,  ,ST  ,: #14-5364                              ,  ,                         ,  ,    
17-0003693,0,01/18/17,9:05:19,745,"Alarm system activation, no fire - unintentional  ",0,0,4,RX             ,Roxbury                                           ,02118,200,"Educational, Other                                ",805,  ,COLUMBUS                 ,  ,AVE ,: #NEU413                               ,  ,                         ,  ,    
17-0003695,0,01/18/17,9:16:03,511,Lock-out                                          ,0,0,12,WR             ,West Roxbury                                      ,02132,400,"Residential, Other                                ",10,  ,ALHAMBRA                 ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0003698,0,01/18/17,9:38:34,611,Dispatched & cancelled en route                   ,0,0,3,BO             ,Boston                                            ,02114,    ,NULL,2,  ,HAWTHORNE                ,  ,PL  ,                                        ,  ,                         ,  ,    
17-0003702,0,01/18/17,10:17:35,412,Gas leak (natural gas or LPG)                     ,0,0,12,WR             ,West Roxbury                                      ,02132,400,"Residential, Other                                ",10,  ,ALHAMBRA                 ,  ,RD  ,                                        ,  ,                         ,  ,    
17-0003703,0,01/18/17,10:22:58,714,"Central station, malicious false alarm            ",0,0,3,BO             ,Boston                                            ,02114,161,Restaurant or cafeteria                           ,70,  ,STANIFORD                ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003704,0,01/18/17,10:23:08,553,Public service                                    ,0,0,4,BO             ,Boston                                            ,02118,963,Street or road in commercial area                 ,784,  ,MASSACHUSETTS            ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0003706,0,01/18/17,10:26:19,714,"Central station, malicious false alarm            ",0,0,9,RX             ,Roxbury                                           ,02119,599,Business office                                   ,2201,  ,WASHINGTON               ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003709,0,01/18/17,10:55:42,553,Public service                                    ,0,0,1,EB             ,East Boston                                       ,02128,429,Multifamily dwelling                              ,30,  ,GOVE                     ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003712,0,01/18/17,11:12:19,400,"Hazardous condition, Other                        ",0,0,4,BO             ,Boston                                            ,02115,500,"Mercantile, business, Other                       ",359,  ,NEWBURY                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003715,0,01/18/17,11:20:17,412,Gas leak (natural gas or LPG)                     ,0,0,4,BO             ,Boston                                            ,02118,429,Multifamily dwelling                              ,206,W ,SPRINGFIELD              ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003720,0,01/18/17,11:47:22,714,"Central station, malicious false alarm            ",0,0,3,BO             ,Boston                                            ,02114,599,Business office                                   ,170-174 ,  ,PORTLAND                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003723,0,01/18/17,12:06:30,424,Carbon monoxide incident                          ,0,0,3,BO             ,Boston                                            ,02109,160,"Eating, drinking places, other                    ",160,  ,STATE                    ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003725,0,01/18/17,12:21:29,553,Public service                                    ,0,0,9,RX             ,Roxbury                                           ,02120,960,"Street, Other                                     ",        ,  ,SMITH                    ,  ,ST  ,                                        ,  ,PARKER                   ,  ,ST  
17-0003726,0,01/18/17,12:31:55,554,Assist invalid                                    ,0,0,12,HP             ,Hyde Park                                         ,02136,459,Residential board and care                        ,1344,  ,HYDE PARK                ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0003727,0,01/18/17,12:36:17,500,"Service Call, other                               ",0,0,4,BO             ,Boston                                            ,02115,400,"Residential, Other                                ",352,  ,MASSACHUSETTS            ,  ,AVE ,: @LTC-SUSAN BAILIS ASSISTED LIVING COMM,  ,                         ,  ,    
17-0003731,0,01/18/17,12:54:45,743,"Smoke detector activation, no fire - unintentional",0,0,4,BO             ,Boston                                            ,02116,500,"Mercantile, business, Other                       ",548,  ,TREMONT                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003732,0,01/18/17,12:57:17,730,"System malfunction, Other                         ",0,0,1,EB             ,East Boston                                       ,02128,210,"Schools, non-adult, other                         ",110,  ,BEACHVIEW                ,  ,RD  ,: @SCH-BRADLEY ELEMENTARY SCHOOL        ,  ,                         ,  ,    
17-0003733,0,01/18/17,13:02:18,714,"Central station, malicious false alarm            ",0,0,6,RX             ,Roxbury                                           ,02118,500,"Mercantile, business, Other                       ",968,  ,MASSACHUSETTS            ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0003735,0,01/18/17,13:14:39,714,"Central station, malicious false alarm            ",0,0,3,CH             ,Charlestown                                       ,02129,400,"Residential, Other                                ",103,  ,NINTH                    ,  ,ST  ,: @BNHP-THE ANCHORAGE APARTMENTS / BLDG ,  ,                         ,  ,    
17-0003736,0,01/18/17,13:16:13,553,Public service                                    ,0,0,9,RX             ,Roxbury                                           ,02119,200,"Educational, Other                                ",65,  ,WARREN                   ,  ,ST  ,: @BPL-DUDLEY LITERACY CENTER           ,  ,                         ,  ,    
17-0003737,0,01/18/17,13:25:42,743,"Smoke detector activation, no fire - unintentional",0,0,11,BR             ,Allston-Brighton                                  ,02135,429,Multifamily dwelling                              ,28,  ,WALLINGFORD              ,  ,RD  ,: #14-5331                              ,  ,                         ,  ,    
17-0003738,0,01/18/17,13:38:30,714,"Central station, malicious false alarm            ",0,0,4,BO             ,Boston                                            ,02116,419,1 or 2 family dwelling                            ,131,  ,COMMONWEALTH             ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0003739,0,01/18/17,13:43:46,600,"Good intent call, Other                           ",0,0,9,JP             ,Jamaica Plain                                     ,02130,900,"Outside or special property, Other                ",        ,  ,CORNWALL                 ,  ,ST  ,                                        ,  ,BROOKSIDE                ,  ,AVE 
17-0003740,0,01/18/17,13:49:30,745,"Alarm system activation, no fire - unintentional  ",0,0,11,BR             ,Allston-Brighton                                  ,02134,429,Multifamily dwelling                              ,1289,  ,COMMONWEALTH             ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0003741,0,01/18/17,13:52:45,671,HazMat release investigation w/no HazMat          ,0,0,6,DO             ,Dorchester                                        ,02125,900,"Outside or special property, Other                ",8,  ,ENTERPRISE               ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003743,0,01/18/17,13:57:02,714,"Central station, malicious false alarm            ",0,0,6,SB             ,South Boston                                      ,02127,965,Vehicle parking area                              ,48,  ,DAMRELL                  ,  ,ST  ,: #WYN3077                              ,  ,                         ,  ,    
17-0003744,0,01/18/17,13:58:55,113,"Cooking fire, confined to container               ",0,0,4,BO             ,Boston                                            ,02215,449,"Hotel/motel, commercial                           ",1271,  ,BOYLSTON                 ,  ,ST  ,: #12-2342                              ,  ,                         ,  ,    
17-0003746,0,01/18/17,14:00:02,600,"Good intent call, Other                           ",0,0,9,RX             ,Roxbury                                           ,02119,519,"Food and beverage sales, grocery store            ",3064,  ,WASHINGTON               ,  ,ST  ,": @MCDONALDS - 3064 WASHINGTON ST, ROXBU",  ,                         ,  ,    
17-0003747,0,01/18/17,14:00:41,554,Assist invalid                                    ,0,0,7,RX             ,Roxbury                                           ,02118,460,"Dormitory-type residence, other                   ",35,  ,NORTHAMPTON              ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003749,0,01/18/17,14:10:00,712,"Direct tie to FD, malicious false alarm           ",0,0,3,BO             ,Boston                                            ,02110,449,"Hotel/motel, commercial                           ",296,  ,STATE                    ,  ,ST  ,: #13-1296                              ,  ,                         ,  ,    
17-0003750,0,01/18/17,14:16:10,600,"Good intent call, Other                           ",0,0,12,HP             ,Hyde Park                                         ,02136,962,"Residential street, road or residential driveway  ",7,  ,LINCOLN                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003752,0,01/18/17,14:32:10,113,"Cooking fire, confined to container               ",500,500,8,MT             ,Mattapan                                          ,02126,429,Multifamily dwelling                              ,770,  ,CUMMINS                  ,  ,HWY ,                                        ,  ,                         ,  ,    
17-0003753,0,01/18/17,14:34:17,412,Gas leak (natural gas or LPG)                     ,0,0,4,BO             ,Boston                                            ,02116,557,"Personal service, including barber & beauty shops ",53,  ,DARTMOUTH                ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003754,0,01/18/17,14:41:26,553,Public service                                    ,0,0,9,JP             ,Jamaica Plain                                     ,02130,400,"Residential, Other                                ",54,  ,BURROUGHS                ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003755,0,01/18/17,14:46:24,740,"Unintentional transmission of alarm, Other        ",0,0,7,DO             ,Dorchester                                        ,02122,400,"Residential, Other                                ",180,  ,ADAMS                    ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003756,0,01/18/17,14:47:39,113,"Cooking fire, confined to container               ",1000,1000,8,DO             ,Dorchester                                        ,02124,429,Multifamily dwelling                              ,929,  ,BLUE HILL                ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0003757,0,01/18/17,14:53:30,553,Public service                                    ,0,0,4,RX             ,Roxbury                                           ,02120,400,"Residential, Other                                ",1059,  ,TREMONT                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003761,0,01/18/17,14:55:47,522,Water or steam leak                               ,0,0,12,JP             ,Jamaica Plain                                     ,02130,960,"Street, Other                                     ",3699,  ,WASHINGTON               ,  ,ST  ,: #33-2537                              ,  ,                         ,  ,    
17-0003764,0,01/18/17,15:05:42,714,"Central station, malicious false alarm            ",0,0,4,BO             ,Boston                                            ,02116,519,"Food and beverage sales, grocery store            ",437,  ,BOYLSTON                 ,  ,ST  ,: #WYN4199                              ,  ,                         ,  ,    
17-0003766,0,01/18/17,15:11:04,600,"Good intent call, Other                           ",0,0,3,BO             ,Boston                                            ,02114,963,Street or road in commercial area                 ,        ,  ,WILLIAM CARDINAL O'CONNEL,  ,WAY ,: alias OCONNELL WAY/STANIFORD ST BO BST,  ,STANIFORD                ,  ,ST  
17-0003768,0,01/18/17,15:13:56,113,"Cooking fire, confined to container               ",25,25,8,DO             ,Dorchester                                        ,02124,151,Library                                           ,27,  ,RICHMOND                 ,  ,ST  ,: #12-3476                              ,  ,                         ,  ,    
17-0003771,0,01/18/17,15:31:25,113,"Cooking fire, confined to container               ",0,50,4,BO             ,Boston                                            ,02116,400,"Residential, Other                                ",318-366 ,  ,TREMONT                  ,  ,ST  ,: #13-1516                              ,  ,                         ,  ,    
17-0003772,0,01/18/17,15:46:55,714,"Central station, malicious false alarm            ",0,0,4,BO             ,Boston                                            ,02215,429,Multifamily dwelling                              ,75,  ,PETERBOROUGH             ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003774,0,01/18/17,16:02:14,714,"Central station, malicious false alarm            ",0,0,12,JP             ,Jamaica Plain                                     ,02130,213,"Elementary school, including kindergarten         ",25,  ,WALK HILL                ,  ,ST  ,: #12-2564                              ,  ,                         ,  ,    
17-0003776,0,01/18/17,16:05:30,710,"Malicious, mischievous false call, Other          ",0,0,1,EB             ,East Boston                                       ,02128,311,"24-hour care Nursing homes, 4 or more persons     ",111,  ,ORIENT                   ,  ,AVE ,: #12-6247                              ,  ,                         ,  ,    
17-0003778,0,01/18/17,16:16:19,735,Alarm system sounded due to malfunction           ,0,0,1,EB             ,East Boston                                       ,02128,400,"Residential, Other                                ",122,  ,GLADSTONE                ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003780,0,01/18/17,16:20:55,714,"Central station, malicious false alarm            ",0,0,4,BO             ,Boston                                            ,02115,429,Multifamily dwelling                              ,70,  ,WESTLAND                 ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0003782,0,01/18/17,16:45:44,714,"Central station, malicious false alarm            ",0,0,7,DO             ,Dorchester                                        ,02125,419,1 or 2 family dwelling                            ,52,  ,MAGNOLIA                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003783,0,01/18/17,16:46:14,553,Public service                                    ,0,0,6,RX             ,Roxbury                                           ,02118,963,Street or road in commercial area                 ,        ,  ,MASSACHUSETTS            ,  ,AVE ,: alias MASSACHUSETTS AVE/PULASKI SKWY R,  ,GENERAL CASIMIR PULASKI  ,  ,SKWY
17-0003785,0,01/18/17,16:55:06,553,Public service                                    ,0,0,6,RX             ,Roxbury                                           ,02118,323,"Asylum, mental institution                        ",112,  ,SOUTHAMPTON              ,  ,ST  ,": @SHELTER-SOUTHAMPTON ST, RX           ",  ,                         ,  ,    
17-0003786,0,01/18/17,16:56:17,500,"Service Call, other                               ",0,0,8,DO             ,Dorchester                                        ,02124,900,"Outside or special property, Other                ",2000,  ,DORCHESTER               ,  ,AVE ,                                        ,  ,                         ,  ,    
17-0003787,0,01/18/17,17:00:19,553,Public service                                    ,0,0,4,BO             ,Boston                                            ,02111,173,Bus station                                       ,650,  ,ATLANTIC                 ,  ,AVE ,: @RR-SOUTH STATION                     ,  ,                         ,  ,    
17-0003791,0,01/18/17,17:12:42,553,Public service                                    ,0,0,7,RX             ,Roxbury                                           ,02119,963,Street or road in commercial area                 ,        ,  ,MELNEA CASS              ,  ,BLVD,: alias CASS BLVD/MASSACHUSETTS AVE RX B,  ,MASSACHUSETTS            ,  ,AVE 
17-0003793,0,01/18/17,17:15:01,553,Public service                                    ,0,0,9,RX             ,Roxbury                                           ,02115,960,"Street, Other                                     ",355,  ,RIVERWAY                 ,  ,    ,                                        ,  ,                         ,  ,    
17-0003794,0,01/18/17,17:26:38,740,"Unintentional transmission of alarm, Other        ",0,0,7,RX             ,Roxbury                                           ,02121,429,Multifamily dwelling                              ,564,  ,WARREN                   ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003799,0,01/18/17,17:40:10,600,"Good intent call, Other                           ",0,0,4,BO             ,Boston                                            ,02115,960,"Street, Other                                     ",393,  ,MASSACHUSETTS            ,  ,AVE ,: @MBTA STA-MASS AV                     ,  ,                         ,  ,    
17-0003800,0,01/18/17,17:40:47,746,"Carbon monoxide detector activation, no CO        ",0,0,9,JP             ,Jamaica Plain                                     ,02130,419,1 or 2 family dwelling                            ,92,  ,MCBRIDE                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003802,0,01/18/17,17:48:33,400,"Hazardous condition, Other                        ",0,0,8,DO             ,Dorchester                                        ,02124,400,"Residential, Other                                ",34,  ,GRAYSON                  ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003804,0,01/18/17,17:50:03,600,"Good intent call, Other                           ",0,0,9,JP             ,Jamaica Plain                                     ,02130,900,"Outside or special property, Other                ",57,  ,CORNWALL                 ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003805,0,01/18/17,17:59:30,522,Water or steam leak                               ,0,0,9,RX             ,Roxbury                                           ,02119,429,Multifamily dwelling                              ,76,  ,WALNUT                   ,  ,PARK,                                        ,  ,                         ,  ,    
17-0003810,0,01/18/17,18:24:57,411,Gasoline or other flammable liquid spill          ,0,0,7,DO             ,Dorchester                                        ,02122,960,"Street, Other                                     ",26,  ,GREENWICH                ,  ,ST  ,                                        ,  ,                         ,  ,    
17-0003813,0,01/18/17,18:31:35,445,"Arcing, shorted electrical equipment              ",0,0,9,JP             ,Jamaica Plain                                     ,02130,419,1 or 2 family dwelling                            ,56,  ,ALDWORTH                 ,  ,ST  ,                                        ,  ,                         ,  ,    
