Incident Number,Exposure Number,Alarm Date,Alarm Time,Incident Type,Incident Description,Estimated Property Loss,Estimated Content Loss,District,City Section,Neighborhood,Zip,Property Use,Property Description,Street Number,Street Prefix,Street Name,Street Type,Street Suffix,Address 2,xStreet Prefix,xStreet Name,xStreet Type,xStreet Suffix
17-0009641,0,02/14/17,11:41:35,745,"Alarm system activation, no fire - unintentional  ",0,0,11,BR             ,Allston-Brighton                                  ,02135,429,Multifamily dwelling                              ,14-16   ,  ,FIDELIS                  ,  ,WAY ,                                        ,  ,                         ,  ,
17-0009642,0,02/14/17,11:42:13,652,"Steam, vapor, fog or dust thought to be smoke     ",0,0,4,BO             ,Boston                                            ,02116,449,"Hotel/motel, commercial                           ",138,  ,SAINT JAMES              ,  ,AVE ,: alias 138 ST JAMES AVE BSTN           ,  ,                         ,  ,
17-0009644,0,02/14/17,11:45:24,553,Public service                                    ,0,0,7,DO             ,Dorchester                                        ,02121,900,"Outside or special property, Other                ",578,  ,BLUE HILL                ,  ,AVE ,                                        ,  ,                         ,  ,
17-0009645,0,02/14/17,11:47:27,744,"Detector activation, no fire - unintentional      ",0,0,6,SB             ,South Boston                                      ,02127,429,Multifamily dwelling                              ,199,W ,BROADWAY                 ,  ,    ,                                        ,  ,                         ,  ,
17-0009649,0,02/14/17,11:50:07,611,Dispatched & cancelled en route                   ,0,0,7,               ,NULL,02122,    ,NULL,        ,  ,I93 NB                   ,  ,    ,: @EX-NB I93 AT EXIT 14                 ,  ,                         ,  ,
17-0009650,0,02/14/17,11:56:21,800,"Severe weather or natural disaster, Other         ",0,0,11,BR             ,Allston-Brighton                                  ,02135,960,"Street, Other                                     ",761,  ,CAMBRIDGE                ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009652,0,02/14/17,12:12:42,553,Public service                                    ,0,0,3,BO             ,Boston                                            ,02108,131,"Church, mosque, synagogue, temple, chapel         ",1,  ,PARK                     ,  ,ST  ,": @CH-PARK STREET CHURCH - 1 PARK ST, BO",  ,                         ,  ,
17-0009653,0,02/14/17,12:14:43,735,Alarm system sounded due to malfunction           ,0,0,3,CH             ,Charlestown                                       ,02129,429,Multifamily dwelling                              ,18,  ,HARVARD                  ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009655,0,02/14/17,12:16:46,745,"Alarm system activation, no fire - unintentional  ",0,0,3,BO             ,Boston                                            ,02111,599,Business office                                   ,125,  ,SUMMER                   ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009656,0,02/14/17,12:18:04,900T,BFD Drill                                         ,0,0,3,               ,NULL,02129,NNN ,None                                              ,525,  ,MAIN                     ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009657,0,02/14/17,12:20:33,745,"Alarm system activation, no fire - unintentional  ",0,0,4,BO             ,Boston                                            ,02116,429,Multifamily dwelling                              ,116,  ,HUNTINGTON               ,  ,AVE ,: #WYN4055                              ,  ,                         ,  ,
17-0009658,0,02/14/17,12:23:40,611,Dispatched & cancelled en route                   ,0,0,4,BO             ,Boston                                            ,02116,    ,NULL,700,  ,BOYLSTON                 ,  ,ST  ,: @BPL-BOSTON PUBLIC LIBRARY            ,  ,                         ,  ,
17-0009661,0,02/14/17,12:37:14,800,"Severe weather or natural disaster, Other         ",0,0,11,BR             ,Allston-Brighton                                  ,02134,900,"Outside or special property, Other                ",23,N ,BEACON                   ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009662,0,02/14/17,12:48:54,511,Lock-out                                          ,0,0,8,DO             ,Dorchester                                        ,02124,965,Vehicle parking area                              ,46,  ,WHEATLAND                ,  ,AVE ,                                        ,  ,                         ,  ,
17-0009663,0,02/14/17,12:50:14,552,Police matter                                     ,0,0,8,DO             ,Dorchester                                        ,02122,UUU ,Undetermined                                      ,777,  ,WILLIAM T MORRISSEY      ,  ,BLVD,                                        ,  ,                         ,  ,
17-0009666,0,02/14/17,12:59:41,462,Aircraft standby                                  ,0,0,1,EB             ,East Boston                                       ,02128,973,Aircraft taxiway                                  ,204,  ,PRESCOTT                 ,  ,ST  ,: @LOG-NORTH GATE STG                   ,  ,                         ,  ,
17-0009667,0,02/14/17,13:03:48,714,"Central station, malicious false alarm            ",0,0,4,BO             ,Boston                                            ,02215,429,Multifamily dwelling                              ,675,  ,COMMONWEALTH             ,  ,AVE ,: #BU386                                ,  ,                         ,  ,
17-0009670,0,02/14/17,13:22:46,444,Power line down                                   ,0,0,9,WR             ,West Roxbury                                      ,02132,900,"Outside or special property, Other                ",        ,  ,WELD                     ,  ,ST  ,                                        ,  ,RUSSETT                  ,  ,RD
17-0009616,0,02/14/17,13:25:15,900,"Special type of incident, Other                   ",0,0,3,               ,NULL,02109,UUU ,Undetermined                                      ,        ,  ,THOMPSON ISLAND          ,  ,    ,                                        ,  ,                         ,  ,
17-0009672,0,02/14/17,13:29:55,745,"Alarm system activation, no fire - unintentional  ",0,0,1,EB             ,East Boston                                       ,02128,557,"Personal service, including barber & beauty shops ",4,  ,NEPTUNE                  ,  ,RD  ,                                        ,  ,                         ,  ,
17-0009675,0,02/14/17,13:32:52,113,"Cooking fire, confined to container               ",0,0,4,BO             ,Boston                                            ,02118,429,Multifamily dwelling                              ,42,  ,HARRISON ARCHWAYS        ,  ,    ,: #13-1643                              ,  ,                         ,  ,
17-0009676,0,02/14/17,13:38:59,553,Public service                                    ,0,0,9,JP             ,Jamaica Plain                                     ,02130,429,Multifamily dwelling                              ,950,  ,PARKER                   ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009680,0,02/14/17,14:15:35,411,Gasoline or other flammable liquid spill          ,0,0,6,SB             ,South Boston                                      ,02210,941,"Open ocean, sea or tidal waters                   ",130,  ,NORTHERN                 ,  ,AVE ,                                        ,  ,                         ,  ,
17-0009688,0,02/14/17,14:53:38,441,"Heat from short circuit (wiring), defective/worn  ",0,0,9,JP             ,Jamaica Plain                                     ,02130,400,"Residential, Other                                ",950,  ,PARKER                   ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009689,0,02/14/17,14:58:03,113,"Cooking fire, confined to container               ",0,0,4,RX             ,Roxbury                                           ,02118,429,Multifamily dwelling                              ,155,  ,NORTHAMPTON              ,  ,ST  ,: #12-2217                              ,  ,                         ,  ,
17-0009694,0,02/14/17,15:32:58,554,Assist invalid                                    ,0,0,12,HP             ,Hyde Park                                         ,02136,429,Multifamily dwelling                              ,105,  ,DAVISON                  ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009699,0,02/14/17,15:55:40,743,"Smoke detector activation, no fire - unintentional",0,0,11,BR             ,Allston-Brighton                                  ,02135,429,Multifamily dwelling                              ,31,  ,SOUTH                    ,  ,ST  ,: #WYN4148                              ,  ,                         ,  ,
17-0009702,0,02/14/17,16:00:06,550,"Public service assistance, Other                  ",0,0,9,RX             ,Roxbury                                           ,02115,429,Multifamily dwelling                              ,25,  ,MISSION PARK             ,  ,DR  ,                                        ,  ,                         ,  ,
17-0009703,0,02/14/17,16:02:50,553,Public service                                    ,0,0,8,DO             ,Dorchester                                        ,02124,900,"Outside or special property, Other                ",50,  ,AMES                     ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009706,0,02/14/17,16:18:44,600,"Good intent call, Other                           ",0,0,11,BR             ,Allston-Brighton                                  ,02135,900,"Outside or special property, Other                ",530,  ,WESTERN                  ,  ,AVE ,                                        ,  ,                         ,  ,
17-0009712,0,02/14/17,16:41:38,712,"Direct tie to FD, malicious false alarm           ",0,0,3,BO             ,Boston                                            ,02109,500,"Mercantile, business, Other                       ",5,  ,CLINTON                  ,  ,ST  ,: #12-1253                              ,  ,                         ,  ,
17-0009713,0,02/14/17,16:44:05,444,Power line down                                   ,0,0,11,BR             ,Allston-Brighton                                  ,02135,900,"Outside or special property, Other                ",        ,  ,PORTSMOUTH               ,  ,ST  ,                                        ,  ,BRONSDON                 ,  ,ST
17-0009715,0,02/14/17,16:52:25,743,"Smoke detector activation, no fire - unintentional",0,0,4,BO             ,Boston                                            ,02115,429,Multifamily dwelling                              ,90,  ,WESTLAND                 ,  ,AVE ,: #WYN3468                              ,  ,                         ,  ,
17-0009717,0,02/14/17,16:54:13,113,"Cooking fire, confined to container               ",0,0,3,BO             ,Boston                                            ,02109,429,Multifamily dwelling                              ,185,  ,FULTON                   ,  ,ST  ,: @BHA-AUSONIA HOMES                    ,  ,                         ,  ,
17-0009718,0,02/14/17,16:54:18,600,"Good intent call, Other                           ",0,0,1,EB             ,East Boston                                       ,02128,NNN ,None                                              ,108,  ,ORIENT                   ,  ,AVE ,                                        ,  ,                         ,  ,
17-0009719,0,02/14/17,16:58:05,744,"Detector activation, no fire - unintentional      ",0,0,1,EB             ,East Boston                                       ,02128,429,Multifamily dwelling                              ,224,  ,PARIS                    ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009721,0,02/14/17,17:04:02,714,"Central station, malicious false alarm            ",0,0,9,JP             ,Jamaica Plain                                     ,02130,400,"Residential, Other                                ",40,  ,BICKFORD                 ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009722,0,02/14/17,17:04:10,641,Vicinity alarm (incident in other location)       ,0,0,9,JP             ,Jamaica Plain                                     ,02130,960,"Street, Other                                     ",30-40   ,  ,BICKFORD                 ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009723,0,02/14/17,17:05:45,733,Smoke detector activation due to malfunction      ,0,0,9,RX             ,Roxbury                                           ,02215,460,"Dormitory-type residence, other                   ",30,  ,PILGRIM                  ,  ,RD  ,: @COL-SIMMONS-DIX RESIDENCE HALL       ,  ,                         ,  ,
17-0009724,0,02/14/17,17:07:23,511,Lock-out                                          ,0,0,8,HP             ,Hyde Park                                         ,02126,419,1 or 2 family dwelling                            ,12,  ,RUSKINDALE               ,  ,RD  ,                                        ,  ,                         ,  ,
17-0009725,0,02/14/17,17:09:08,800,"Severe weather or natural disaster, Other         ",0,0,11,BR             ,Allston-Brighton                                  ,02134,960,"Street, Other                                     ",89,  ,PENNIMAN                 ,  ,RD  ,                                        ,  ,                         ,  ,
17-0009727,0,02/14/17,17:13:05,713,"Telephone, malicious false alarm                  ",0,0,1,EB             ,East Boston                                       ,02128,161,Restaurant or cafeteria                           ,44,  ,MAVERICK                 ,  ,SQ  ,: @CACTUS MEXICAN GRILL - 44 MAVERICK SQ,  ,                         ,  ,
17-0009729,0,02/14/17,17:14:46,745,"Alarm system activation, no fire - unintentional  ",0,0,7,DO             ,Dorchester                                        ,02125,215,High school/junior high school/middle school      ,35,  ,BROOKFORD                ,  ,ST  ,: @SCH-JOHN WINTHROP ELEMENTARY SCHL - 3,  ,                         ,  ,
17-0009730,0,02/14/17,17:15:35,553,Public service                                    ,0,0,7,DO             ,Dorchester                                        ,02122,965,Vehicle parking area                              ,305,  ,FREEPORT                 ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009732,0,02/14/17,17:19:44,553,Public service                                    ,0,0,4,BO             ,Boston                                            ,02118,900,"Outside or special property, Other                ",449,  ,SHAWMUT                  ,  ,AVE ,                                        ,  ,                         ,  ,
17-0009733,0,02/14/17,17:21:02,735,Alarm system sounded due to malfunction           ,0,0,4,RX             ,Roxbury                                           ,02118,429,Multifamily dwelling                              ,155,  ,NORTHAMPTON              ,  ,ST  ,: #12-2217                              ,  ,                         ,  ,
17-0009734,0,02/14/17,17:23:41,413,Oil or other combustible liquid spill             ,0,0,7,RX             ,Roxbury                                           ,02120,961,Highway or divided highway                        ,        ,  ,Kerr                     ,  ,WY  ,                                        ,  ,MELNEA CASS              ,  ,BLVD
17-0009735,0,02/14/17,17:24:36,711,"Municipal alarm system, malicious false alarm     ",0,0,8,DO             ,Dorchester                                        ,02122,960,"Street, Other                                     ",        ,  ,KING                     ,  ,ST  ,: #3217                                 ,  ,TRAIN                    ,  ,ST
17-0009736,0,02/14/17,17:24:42,511,Lock-out                                          ,0,0,4,RX             ,Roxbury                                           ,02118,962,"Residential street, road or residential driveway  ",61,  ,CAMDEN                   ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009737,0,02/14/17,17:24:56,611,Dispatched & cancelled en route                   ,0,0,4,BO             ,Boston                                            ,02215,    ,NULL,133,  ,BROOKLINE                ,  ,AVE ,                                        ,  ,                         ,  ,
17-0009739,0,02/14/17,17:30:48,500,"Service Call, other                               ",0,0,11,BR             ,Allston-Brighton                                  ,02135,962,"Residential street, road or residential driveway  ",        ,  ,EGREMONT                 ,  ,RD  ,                                        ,  ,CUMMINGS                 ,  ,RD
17-0009741,0,02/14/17,17:38:10,652,"Steam, vapor, fog or dust thought to be smoke     ",0,0,6,SB             ,South Boston                                      ,02210,429,Multifamily dwelling                              ,1,  ,PARK                     ,  ,LN  ,                                        ,  ,                         ,  ,
17-0009744,0,02/14/17,17:46:24,743,"Smoke detector activation, no fire - unintentional",0,0,11,BR             ,Allston-Brighton                                  ,02135,429,Multifamily dwelling                              ,36,  ,ORKNEY                   ,  ,RD  ,                                        ,  ,                         ,  ,
17-0009747,0,02/14/17,18:00:47,150,"Outside rubbish fire, Other                       ",0,0,8,DO             ,Dorchester                                        ,02124,962,"Residential street, road or residential driveway  ",        ,  ,NORFOLK                  ,  ,ST  ,                                        ,  ,WENTWORTH                ,  ,ST
17-0009748,0,02/14/17,18:00:57,736,CO detector activation due to malfunction         ,0,0,9,RX             ,Roxbury                                           ,02119,429,Multifamily dwelling                              ,297,  ,WALNUT                   ,  ,AVE ,                                        ,  ,                         ,  ,
17-0009752,0,02/14/17,18:13:57,113,"Cooking fire, confined to container               ",0,0,9,RX             ,Roxbury                                           ,02119,429,Multifamily dwelling                              ,45,  ,CENTRE                   ,  ,ST  ,: #15-2246                              ,  ,                         ,  ,
17-0009754,0,02/14/17,18:27:13,424,Carbon monoxide incident                          ,0,0,9,JP             ,Jamaica Plain                                     ,02119,429,Multifamily dwelling                              ,7,  ,DIXWELL                  ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009755,0,02/14/17,18:28:04,113,"Cooking fire, confined to container               ",0,0,4,BO             ,Boston                                            ,02115,429,Multifamily dwelling                              ,87-95   ,  ,GAINSBOROUGH             ,  ,ST  ,: #ATL225                               ,  ,                         ,  ,
17-0009757,0,02/14/17,18:35:06,113,"Cooking fire, confined to container               ",0,50,11,BR             ,Allston-Brighton                                  ,02134,429,Multifamily dwelling                              ,5,  ,SPOFFORD                 ,  ,RD  ,                                        ,  ,                         ,  ,
17-0009760,0,02/14/17,19:03:14,651,"Smoke scare, odor of smoke                        ",0,0,1,EB             ,East Boston                                       ,02128,429,Multifamily dwelling                              ,401,  ,BORDER                   ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009761,0,02/14/17,19:05:53,745,"Alarm system activation, no fire - unintentional  ",0,0,4,BO             ,Boston                                            ,02118,429,Multifamily dwelling                              ,1511-152,  ,WASHINGTON               ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009763,0,02/14/17,19:18:05,424,Carbon monoxide incident                          ,0,0,7,RX             ,Roxbury                                           ,02119,429,Multifamily dwelling                              ,10,  ,PERRIN                   ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009764,0,02/14/17,19:27:02,113,"Cooking fire, confined to container               ",0,0,4,BO             ,Boston                                            ,02118,419,1 or 2 family dwelling                            ,124,W ,NEWTON                   ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009769,0,02/14/17,19:52:54,712,"Direct tie to FD, malicious false alarm           ",0,0,9,RX             ,Roxbury                                           ,02120,200,"Educational, Other                                ",75,  ,MALCOLM X                ,  ,BLVD,: #18-2235                              ,  ,                         ,  ,
17-0009770,0,02/14/17,19:58:02,611,Dispatched & cancelled en route                   ,0,0,7,RX             ,Roxbury                                           ,02119,    ,NULL,14,  ,LANGDON                  ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009771,0,02/14/17,20:01:10,651,"Smoke scare, odor of smoke                        ",0,0,4,BO             ,Boston                                            ,02118,429,Multifamily dwelling                              ,109,E ,CANTON                   ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009772,0,02/14/17,20:04:42,651,"Smoke scare, odor of smoke                        ",0,0,9,JP             ,Jamaica Plain                                     ,02130,962,"Residential street, road or residential driveway  ",221,  ,AMORY                    ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009773,0,02/14/17,20:05:46,113,"Cooking fire, confined to container               ",0,0,6,DO             ,Dorchester                                        ,02125,400,"Residential, Other                                ",66,  ,BEACH POINT              ,  ,PL  ,: #13-1918                              ,  ,                         ,  ,
17-0009774,0,02/14/17,20:07:30,413,Oil or other combustible liquid spill             ,0,0,9,JP             ,Jamaica Plain                                     ,02130,962,"Residential street, road or residential driveway  ",22,  ,GREEN                    ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009776,0,02/14/17,20:08:29,652,"Steam, vapor, fog or dust thought to be smoke     ",0,0,9,JP             ,Jamaica Plain                                     ,02130,549,Specialty shop                                    ,721,  ,CENTRE                   ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009778,0,02/14/17,20:10:27,113,"Cooking fire, confined to container               ",0,50,11,BR             ,Allston-Brighton                                  ,02134,429,Multifamily dwelling                              ,208,  ,KELTON                   ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009780,0,02/14/17,20:31:24,800,"Severe weather or natural disaster, Other         ",0,0,11,BR             ,Allston-Brighton                                  ,02134,960,"Street, Other                                     ",1387,  ,COMMONWEALTH             ,  ,AVE ,                                        ,  ,                         ,  ,
17-0009785,0,02/14/17,21:08:45,653,"Smoke from barbecue, tar kettle                   ",0,0,9,RX             ,Roxbury                                           ,02130,965,Vehicle parking area                              ,164,  ,AMORY                    ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009787,0,02/14/17,21:21:23,113,"Cooking fire, confined to container               ",0,0,4,BO             ,Boston                                            ,02115,429,Multifamily dwelling                              ,45,  ,HEREFORD                 ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009788,0,02/14/17,21:25:08,113,"Cooking fire, confined to container               ",0,0,3,BO             ,Boston                                            ,02113,429,Multifamily dwelling                              ,10,  ,THACHER                  ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009789,0,02/14/17,21:39:30,600,"Good intent call, Other                           ",0,0,7,RX             ,Roxbury                                           ,02119,961,Highway or divided highway                        ,        ,  ,MELNEA CASS              ,  ,BLVD,: alias CASS BLVD/WASHINGTON ST RX BSTN ,  ,WASHINGTON               ,  ,ST
17-0009791,0,02/14/17,21:41:18,714,"Central station, malicious false alarm            ",0,0,7,DO             ,Dorchester                                        ,02121,429,Multifamily dwelling                              ,56-58   ,  ,BOWDOIN                  ,  ,AVE ,: #WYN3686                              ,  ,                         ,  ,
17-0009793,0,02/14/17,21:51:19,731,Sprinkler activation due to malfunction           ,0,0,6,SB             ,South Boston                                      ,02127,500,"Mercantile, business, Other                       ",455,  ,DORCHESTER               ,  ,AVE ,                                        ,  ,                         ,  ,
17-0009794,0,02/14/17,21:55:57,424,Carbon monoxide incident                          ,0,0,9,RX             ,Roxbury                                           ,02120,429,Multifamily dwelling                              ,25,  ,WHITTIER                 ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009795,0,02/14/17,22:00:12,113,"Cooking fire, confined to container               ",20,0,7,DO             ,Dorchester                                        ,02121,429,Multifamily dwelling                              ,58,  ,BOWDOIN                  ,  ,AVE ,                                        ,  ,                         ,  ,
17-0009797,0,02/14/17,22:07:29,651,"Smoke scare, odor of smoke                        ",0,0,12,JP             ,Jamaica Plain                                     ,02130,419,1 or 2 family dwelling                            ,250,  ,HYDE PARK                ,  ,AVE ,                                        ,  ,                         ,  ,
17-0009801,0,02/14/17,22:38:41,746,"Carbon monoxide detector activation, no CO        ",0,0,3,BO             ,Boston                                            ,02114,429,Multifamily dwelling                              ,16,S ,RUSSELL                  ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009802,0,02/14/17,22:41:09,712,"Direct tie to FD, malicious false alarm           ",0,0,11,BR             ,Allston-Brighton                                  ,02135,429,Multifamily dwelling                              ,40,  ,WALLINGFORD              ,  ,RD  ,: #13-5331                              ,  ,                         ,  ,
17-0009803,0,02/14/17,22:46:04,743,"Smoke detector activation, no fire - unintentional",0,0,6,SB             ,South Boston                                      ,02127,500,"Mercantile, business, Other                       ",455,  ,DORCHESTER               ,  ,AVE ,                                        ,  ,                         ,  ,
17-0009804,0,02/14/17,22:53:43,511,Lock-out                                          ,0,0,7,DO             ,Dorchester                                        ,02125,965,Vehicle parking area                              ,401,  ,MOUNT VERNON             ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009805,0,02/14/17,22:58:54,714,"Central station, malicious false alarm            ",0,0,11,BR             ,Allston-Brighton                                  ,02135,429,Multifamily dwelling                              ,31,  ,SOUTH                    ,  ,ST  ,: #WYN4148                              ,  ,                         ,  ,
17-0009806,0,02/14/17,23:09:34,735,Alarm system sounded due to malfunction           ,0,0,6,SB             ,South Boston                                      ,02127,429,Multifamily dwelling                              ,656,E ,SECOND                   ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009807,0,02/14/17,23:16:37,400,"Hazardous condition, Other                        ",0,0,8,DO             ,Dorchester                                        ,02122,311,"24-hour care Nursing homes, 4 or more persons     ",321,  ,CENTRE                   ,  ,ST  ,: @LTC-SAINT JOSEPH NURSING AND REHABILI,  ,                         ,  ,
17-0009808,0,02/14/17,23:20:13,622,No Incident found on arrival at dispatch address  ,0,0,3,               ,NULL,02203,963,Street or road in commercial area                 ,        ,  ,HANOVER                  ,  ,ST  ,: EST CONGRESS ST/HANOVER ST BO BSTN    ,  ,                         ,  ,
17-0009809,0,02/14/17,23:21:57,553,Public service                                    ,0,0,3,BO             ,Boston                                            ,02109,965,Vehicle parking area                              ,136,  ,BLACKSTONE               ,  ,ST  ,: @MBTA STA-HYMKT ORA                   ,  ,                         ,  ,
17-0009812,0,02/14/17,23:44:47,900,"Special type of incident, Other                   ",0,0,     ,               ,NULL,00000,    ,NULL,        ,  ,                         ,  ,    ,: @MALDEN 8226                          ,  ,                         ,  ,
17-0009813,0,02/15/17,0:09:41,551,Assist police or other governmental agency        ,0,0,12,RS             ,Roslindale                                        ,02131,419,1 or 2 family dwelling                            ,209,  ,POPLAR                   ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009814,0,02/15/17,0:12:08,715,"Local alarm system, malicious false alarm         ",0,0,9,RX             ,Roxbury                                           ,02120,419,1 or 2 family dwelling                            ,16,  ,WENSLEY                  ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009815,0,02/15/17,0:12:18,500,"Service Call, other                               ",0,0,9,JP             ,Jamaica Plain                                     ,02130,429,Multifamily dwelling                              ,100,S ,HUNTINGTON               ,  ,AVE ,                                        ,  ,                         ,  ,
17-0009816,0,02/15/17,0:15:49,745,"Alarm system activation, no fire - unintentional  ",0,0,4,BO             ,Boston                                            ,02118,429,Multifamily dwelling                              ,1511-152,  ,WASHINGTON               ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009817,0,02/15/17,0:21:39,744,"Detector activation, no fire - unintentional      ",0,0,3,               ,NULL,00000,961,Highway or divided highway                        ,        ,  ,I90                      ,W ,    ,: #AMA101                               ,  ,                         ,  ,
17-0009818,0,02/15/17,0:31:01,611,Dispatched & cancelled en route                   ,0,0,9,JP             ,Jamaica Plain                                     ,02130,    ,NULL,279,  ,CENTRE                   ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009819,0,02/15/17,0:36:19,553,Public service                                    ,0,0,7,RX             ,Roxbury                                           ,02119,449,"Hotel/motel, commercial                           ",131,  ,ZEIGLER                  ,  ,ST  ,": @HOTEL-PSI ZEIGLER - 131 ZEIGLER ST, R",  ,                         ,  ,
17-0009821,0,02/15/17,0:53:23,735,Alarm system sounded due to malfunction           ,0,0,3,BO             ,Boston                                            ,02114,400,"Residential, Other                                ",89,  ,CANAL                    ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009824,0,02/15/17,1:56:31,151,"Outside rubbish, trash or waste fire              ",1000,1000,8,MT             ,Mattapan                                          ,02126,900,"Outside or special property, Other                ",1460,  ,BLUE HILL                ,  ,AVE ,                                        ,  ,                         ,  ,
17-0009829,0,02/15/17,3:01:31,743,"Smoke detector activation, no fire - unintentional",0,0,6,SB             ,South Boston                                      ,02127,429,Multifamily dwelling                              ,225,  ,DORCHESTER               ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009831,0,02/15/17,3:33:57,600,"Good intent call, Other                           ",0,0,12,HP             ,Hyde Park                                         ,02136,960,"Street, Other                                     ",23,  ,LOCKWOOD                 ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009832,0,02/15/17,3:46:52,600,"Good intent call, Other                           ",0,0,1,EB             ,East Boston                                       ,02128,800,"Storage, Other                                    ",150,  ,WILLIAM F MCCLELLAN      ,  ,HWY ,                                        ,  ,                         ,  ,
17-0009833,0,02/15/17,4:01:25,743,"Smoke detector activation, no fire - unintentional",0,0,8,MT             ,Mattapan                                          ,02126,429,Multifamily dwelling                              ,442,  ,RIVER                    ,  ,ST  ,: #CLM1090                              ,  ,                         ,  ,
17-0009835,0,02/15/17,4:52:19,442,Overheated motor                                  ,0,0,9,RX             ,Roxbury                                           ,02215,460,"Dormitory-type residence, other                   ",210,  ,RIVERWAY                 ,  ,    ,: #12-2354                              ,  ,                         ,  ,
17-0009836,0,02/15/17,5:07:47,730,"System malfunction, Other                         ",0,0,11,BR             ,Allston-Brighton                                  ,02135,460,"Dormitory-type residence, other                   ",200,  ,LAKE                     ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009838,0,02/15/17,5:31:12,511,Lock-out                                          ,0,0,6,SB             ,South Boston                                      ,02127,429,Multifamily dwelling                              ,137,  ,L                        ,  ,ST  ,                                        ,  ,                         ,  ,
17-0009840,0,02/15/17,6:28:22,113,"Cooking fire, confined to container               ",0,0,12,HP             ,Hyde Park                                         ,02136,429,Multifamily dwelling                              ,25,  ,RILEY                    ,  ,RD  ,                                        ,  ,                         ,  ,
17-0009844,0,02/15/17,7:19:46,714,"Central station, malicious false alarm            ",0,0,3,BO             ,Boston                                            ,02113,131,"Church, mosque, synagogue, temple, chapel         ",14,N ,BENNET                   ,  ,ST  ,: @CH-ST LEONARD-PORT MAURICE PARISH - 1,  ,                         ,  ,
17-0009845,0,02/15/17,7:29:14,652,"Steam, vapor, fog or dust thought to be smoke     ",0,0,6,SB             ,South Boston                                      ,02127,459,Residential board and care                        ,130,  ,DORCHESTER               ,  ,ST  ,: #13-7414                              ,  ,                         ,  ,
17-0009847,0,02/15/17,7:48:45,651,"Smoke scare, odor of smoke                        ",0,0,8,DO             ,Dorchester                                        ,02122,599,Business office                                   ,166,  ,NEPONSET                 ,  ,AVE ,                                        ,  ,                         ,  ,
17-0009849,0,02/15/17,8:03:40,743,"Smoke detector activation, no fire - unintentional",0,0,3,BO             ,Boston                                            ,02113,519,"Food and beverage sales, grocery store            ",134,  ,SALEM                    ,  ,ST  ,: #INS260                               ,  ,                         ,  ,
17-0009852,0,02/15/17,8:19:07,714,"Central station, malicious false alarm            ",0,0,8,DO             ,Dorchester                                        ,02122,500,"Mercantile, business, Other                       ",1674-168,  ,DORCHESTER               ,  ,AVE ,: #INS1114                              ,  ,                         ,  ,
17-0009854,0,02/15/17,8:34:00,735,Alarm system sounded due to malfunction           ,0,0,3,BO             ,Boston                                            ,02108,429,Multifamily dwelling                              ,6,  ,HAMILTON                 ,  ,PL  ,                                        ,  ,                         ,  ,
17-0009858,0,02/15/17,8:48:00,412,Gas leak (natural gas or LPG)                     ,0,0,9,JP             ,Jamaica Plain                                     ,02130,962,"Residential street, road or residential driveway  ",4,  ,CALVIN                   ,  ,RD  ,                                        ,  ,                         ,  ,
