"Incident Number","Exposure Number","Alarm Date","Alarm Time","Incident Type","Incident Description","Estimated Property Loss","Estimated Content Loss","District","City Section","Neighborhood","Zip","Property Use","Property Description","Street Number","Street Prefix","Street Name","Street Suffix","Street Type","Address 2","XStreet Prefix","XStreet Name","XStreet Suffix","XStreet Type"
"17-0037323","0","06/13/2017","09:17:55","900 ","Special type of incident, Other                   ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","419 ","1 or 2 family dwelling                            ","131     ","  ","CENTRE                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0037324","0","06/13/2017","09:22:51","440 ","Electrical  wiring/equipment problem, Other       ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","961 ","Highway or divided highway                        ","        ","  ","LEO M BIRMINGHAM         ","  ","PKWY",": alias BIRMINGHAM PKWY/N BEACON ST BR B","N ","BEACON                   ","  ","ST  "
"17-0037327","0","06/13/2017","09:37:16","744 ","Detector activation, no fire - unintentional      ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","162 ","Bar or nightclub                                  ","31-39   ","  ","STUART                   ","  ","ST  ",": @JACOB WIRTH - 31 STUART ST # 37, BOST","  ","                         ","  ","    "
"17-0037328","0","06/13/2017","09:40:14","118 ","Trash or rubbish fire, contained                  ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","4       ","  ","VINAL                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0037329","0","06/13/2017","09:58:46","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","429 ","Multifamily dwelling                              ","491-499 ","  ","HUNTINGTON               ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0037331","0","06/13/2017","10:04:37","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","07   ","               ","","02125     ","    ","","        ","  ","CUSHING                  ","  ","AVE ",": EST 8 MOUNT CUSHING TER DO BSTN       ","  ","UPHAM                    ","  ","AVE "
"17-0037333","0","06/13/2017","10:19:53","730 ","System malfunction, Other                         ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","429 ","Multifamily dwelling                              ","78      ","  ","GLENVILLE                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0037334","0","06/13/2017","10:25:33","113 ","Cooking fire, confined to container               ","400.0000","100.0000","12   ","WR             ","West Roxbury                                      ","02132     ","429 ","Multifamily dwelling                              ","5074    ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0037335","0","06/13/2017","10:27:19","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02215     ","331 ","Hospital - medical or psychiatric                 ","1       ","  ","JIMMY FUND               ","  ","WAY ",": #18-2351                              ","  ","                         ","  ","    "
"17-0037338","0","06/13/2017","10:45:17","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","900 ","Outside or special property, Other                ","490     ","  ","COMMONWEALTH             ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0037342","0","06/13/2017","10:53:25","900T","BFD Drill                                         ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","639 ","Communications center                             ","4620    ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0037348","0","06/13/2017","11:46:03","714 ","Central station, malicious false alarm            ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","500 ","Mercantile, business, Other                       ","80      ","E ","COTTAGE                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0037350","0","06/13/2017","11:47:31","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","429 ","Multifamily dwelling                              ","372     ","  ","MARLBOROUGH              ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0037355","0","06/13/2017","11:57:38","400 ","Hazardous condition, Other                        ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","900 ","Outside or special property, Other                ","121     ","  ","FALCON                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0037356","0","06/13/2017","12:01:29","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","600 ","Ind., utility, defense, agriculture, mining, other","1165    ","  ","MASSACHUSETTS            ","  ","AVE ",": #13-174                               ","  ","                         ","  ","    "
"17-0037357","0","06/13/2017","12:03:41","151 ","Outside rubbish, trash or waste fire              ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02210     ","960 ","Street, Other                                     ","308     ","  ","CONGRESS                 ","  ","ST  ",": @MUS-BOSTON CHILDRENS MUSEUM - 308 CON","  ","                         ","  ","    "
"17-0037361","0","06/13/2017","12:12:39","600 ","Good intent call, Other                           ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","579 ","Motor vehicle or boat sales, services, repair     ","220     ","  ","OLD COLONY               ","  ","AVE ",": SCOOTERS GO GREEN PARKING LOT         ","  ","                         ","  ","    "
"17-0037362","0","06/13/2017","12:17:09","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","RX             ","Roxbury                                           ","02118     ","962 ","Residential street, road or residential driveway  ","560     ","  ","SHAWMUT                  ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0037368","0","06/13/2017","12:49:31","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02120     ","200 ","Educational, Other                                ","160     ","  ","SAINT ALPHONSUS          ","  ","ST  ",": #12-2371                              ","  ","                         ","  ","    "
"17-0037371","0","06/13/2017","12:57:09","113 ","Cooking fire, confined to container               ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02215     ","331 ","Hospital - medical or psychiatric                 ","1       ","  ","AUTUMN                   ","  ","ST  ",": #12-2359                              ","  ","                         ","  ","    "
"17-0037372","0","06/13/2017","13:01:00","900T","BFD Drill                                         ","0.0000","0.0000","03   ","               ","","02109     ","941 ","Open ocean, sea or tidal waters                   ","        ","  ","INNER HARBOR             ","  ","    ","                                        ","  ","                         ","  ","    "
"17-0037377","0","06/13/2017","13:16:22","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02210     ","900 ","Outside or special property, Other                ","425     ","  ","CONGRESS                 ","  ","ST  ",": #33-7116                              ","  ","                         ","  ","    "
"17-0037381","0","06/13/2017","13:41:41","142 ","Brush or brush-and-grass mixture fire             ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","938 ","Graded and cared-for plots of land                ","        ","  ","SARATOGA                 ","  ","ST  ","                                        ","  ","BENNINGTON               ","  ","ST  "
"17-0037384","0","06/13/2017","13:45:08","900 ","Special type of incident, Other                   ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02126     ","881 ","Parking garage, (detached residential garage)     ","765     ","  ","MORTON                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0037385","0","06/13/2017","13:45:40","900 ","Special type of incident, Other                   ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","000 ","Property Use, Other                               ","975     ","  ","BLUE HILL                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0037386","0","06/13/2017","13:46:06","900 ","Special type of incident, Other                   ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","419 ","1 or 2 family dwelling                            ","8       ","  ","PAXTON                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0037387","0","06/13/2017","13:46:30","900 ","Special type of incident, Other                   ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","539 ","Household goods, sales, repairs                   ","20      ","  ","TALBOT                   ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0037388","0","06/13/2017","13:47:03","900 ","Special type of incident, Other                   ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","549 ","Specialty shop                                    ","21      ","  ","NEW ENGLAND              ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0037389","0","06/13/2017","13:47:34","900 ","Special type of incident, Other                   ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","539 ","Household goods, sales, repairs                   ","592     ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0037390","0","06/13/2017","13:48:09","900 ","Special type of incident, Other                   ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","000 ","Property Use, Other                               ","1884    ","  ","DORCHESTER               ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0037391","0","06/13/2017","13:48:18","160 ","Special outside fire, Other                       ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","951 ","Railroad right-of-way                             ","120     ","  ","ASHFORD                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0037392","0","06/13/2017","13:48:39","900 ","Special type of incident, Other                   ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","419 ","1 or 2 family dwelling                            ","1953    ","  ","DORCHESTER               ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0037393","0","06/13/2017","13:50:01","140 ","Natural vegetation fire, Other                    ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02124     ","900 ","Outside or special property, Other                ","        ","  ","MORTON                   ","  ","ST  ","                                        ","  ","HARVARD                  ","  ","ST  "
"17-0037394","0","06/13/2017","13:57:04","714 ","Central station, malicious false alarm            ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","500 ","Mercantile, business, Other                       ","200     ","  ","PORTLAND                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0037397","0","06/13/2017","14:20:34","140 ","Natural vegetation fire, Other                    ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","919 ","Dump, sanitary landfill                           ","1       ","  ","SCIENCE                  ","  ","PARK",": @MUS-MUSEUM OF SCIENCE - 1 SCIENCE PAR","  ","                         ","  ","    "
"17-0037399","0","06/13/2017","14:25:39","412 ","Gas leak (natural gas or LPG)                     ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","419 ","1 or 2 family dwelling                            ","6       ","  ","DEWOLF                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0037400","0","06/13/2017","14:32:35","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02126     ","365 ","Police station                                    ","1165    ","  ","BLUE HILL                ","  ","AVE ",": @BPD-BOSTON POLICE DEPT DISTRICT B3   ","  ","                         ","  ","    "
"17-0037401","0","06/13/2017","14:36:14","142 ","Brush or brush-and-grass mixture fire             ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","938 ","Graded and cared-for plots of land                ","        ","  ","BENNINGTON               ","  ","ST  ","                                        ","  ","SARATOGA                 ","  ","ST  "
"17-0037402","0","06/13/2017","14:39:31","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","900 ","Outside or special property, Other                ","1120    ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0037404","0","06/13/2017","14:40:36","100 ","Fire, Other                                       ","0.0000","500.0000","09   ","RS             ","Roslindale                                        ","02131     ","500 ","Mercantile, business, Other                       ","4175    ","  ","WASHINGTON               ","  ","ST  ",": @DUNKIN DONUTS - 4175 WASHINGTON ST, R","  ","                         ","  ","    "
"17-0037405","0","06/13/2017","14:44:41","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","181 ","Live performance theater                          ","106-98  ","  ","BOYLSTON                 ","  ","ST  ",": #13-1511                              ","  ","                         ","  ","    "
"17-0037406","0","06/13/2017","14:56:18","700 ","False alarm or false call, Other                  ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","900 ","Outside or special property, Other                ","        ","  ","ASHMONT                  ","  ","ST  ",": #3442                                 ","  ","OCEAN                    ","  ","ST  "
"17-0037408","0","06/13/2017","15:00:18","511 ","Lock-out                                          ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","419 ","1 or 2 family dwelling                            ","7       ","  ","DALKEITH                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0037409","0","06/13/2017","15:03:18","652 ","Steam, vapor, fog or dust thought to be smoke     ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","511 ","Convenience store                                 ","282     ","  ","CENTRE                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0037411","0","06/13/2017","15:04:49","700 ","False alarm or false call, Other                  ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","519 ","Food and beverage sales, grocery store            ","45      ","  ","WILLIAM T MORRISSEY      ","  ","BLVD",": @SHAWS SUPERMARKET - 45 WILLIAM T MORR","  ","                         ","  ","    "
"17-0037412","0","06/13/2017","15:11:50","113 ","Cooking fire, confined to container               ","10.0000","10.0000","08   ","HP             ","Hyde Park                                         ","02126     ","419 ","1 or 2 family dwelling                            ","274     ","  ","KENNEBEC                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0037413","0","06/13/2017","15:15:54","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","900 ","Outside or special property, Other                ","        ","  ","WASHINGTON               ","  ","ST  ","                                        ","E ","BERKELEY                 ","  ","ST  "
"17-0037414","0","06/13/2017","15:18:56","113 ","Cooking fire, confined to container               ","0.0000","0.0000","06   ","DO             ","Dorchester                                        ","02125     ","429 ","Multifamily dwelling                              ","100     ","  ","OCEAN VIEW               ","  ","DR  ",": #12-192                               ","  ","                         ","  ","    "
"17-0037415","0","06/13/2017","15:24:55","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02467     ","    ","","50-56   ","  ","BROADLAWN                ","  ","PARK","                                        ","  ","                         ","  ","    "
"17-0037416","0","06/13/2017","15:29:30","553 ","Public service                                    ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02110     ","963 ","Street or road in commercial area                 ","450     ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0037418","0","06/13/2017","15:33:51","553 ","Public service                                    ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","963 ","Street or road in commercial area                 ","200     ","  ","CHARLES                  ","  ","ST  ",": @MBTA STA-CHARLES                     ","  ","                         ","  ","    "
"17-0037427","0","06/13/2017","16:11:33","500 ","Service Call, other                               ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","960 ","Street, Other                                     ","1800    ","  ","RIVER                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0037432","0","06/13/2017","16:30:04","100 ","Fire, Other                                       ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","963 ","Street or road in commercial area                 ","207     ","  ","SOUTH                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0037433","0","06/13/2017","16:33:17","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","09   ","RS             ","Roslindale                                        ","02131     ","400 ","Residential, Other                                ","20      ","  ","ARBOROUGH                ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0037434","0","06/13/2017","16:33:24","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","400 ","Residential, Other                                ","125     ","  ","SOUTH                    ","  ","ST  ",": @BHA-SOUTH STREET                     ","  ","                         ","  ","    "
"17-0037436","0","06/13/2017","16:35:02","711 ","Municipal alarm system, malicious false alarm     ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","962 ","Residential street, road or residential driveway  ","        ","  ","GLENWOOD                 ","  ","AVE ",": #3782                                 ","  ","LORING                   ","  ","ST  "
"17-0037437","0","06/13/2017","16:38:21","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","    ","","        ","  ","MELNEA CASS              ","  ","BLVD","                                        ","  ","MASSACHUSETTS            ","  ","AVE "
"17-0037438","0","06/13/2017","16:41:12","140 ","Natural vegetation fire, Other                    ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02113     ","900 ","Outside or special property, Other                ","135     ","  ","PRINCE                   ","  ","ST  ",": @PARK-DEFILIPPO PLAYGROUND            ","  ","                         ","  ","    "
"17-0037439","0","06/13/2017","16:43:48","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","962 ","Residential street, road or residential driveway  ","22      ","E ","SPRINGFIELD              ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0037440","0","06/13/2017","16:44:12","652 ","Steam, vapor, fog or dust thought to be smoke     ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02124     ","419 ","1 or 2 family dwelling                            ","43      ","  ","VINSON                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0037442","0","06/13/2017","16:53:28","553 ","Public service                                    ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","900 ","Outside or special property, Other                ","        ","  ","MARTIN LUTHER KING JR    ","  ","BLVD","                                        ","  ","WARREN                   ","  ","ST  "
"17-0037444","0","06/13/2017","16:56:17","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","963 ","Street or road in commercial area                 ","        ","  ","BELVIDERE                ","  ","ST  ","                                        ","  ","MASSACHUSETTS            ","  ","AVE "
"17-0037450","0","06/13/2017","17:03:17","714 ","Central station, malicious false alarm            ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02467     ","241 ","Adult education center, college classroom         ","50      ","  ","SAINT THOMAS MORE        ","  ","RD  ",": #14-5371                              ","  ","                         ","  ","    "
"17-0037451","0","06/13/2017","17:04:43","553 ","Public service                                    ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","938 ","Graded and cared-for plots of land                ","        ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","NEW WASHINGTON           ","  ","ST  "
"17-0037452","0","06/13/2017","17:22:24","554 ","Assist invalid                                    ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","419 ","1 or 2 family dwelling                            ","50      ","  ","SLOCUM                   ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0037455","0","06/13/2017","17:25:12","550 ","Public service assistance, Other                  ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","960 ","Street, Other                                     ","237     ","  ","EVERETT                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0037457","0","06/13/2017","17:30:34","900 ","Special type of incident, Other                   ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","000 ","Property Use, Other                               ","9       ","  ","GALLIVAN                 ","  ","BLVD","                                        ","  ","                         ","  ","    "
"17-0037458","0","06/13/2017","17:30:49","900 ","Special type of incident, Other                   ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","000 ","Property Use, Other                               ","9       ","  ","GALLIVAN                 ","  ","BLVD","                                        ","  ","                         ","  ","    "
"17-0037459","0","06/13/2017","17:31:54","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","429 ","Multifamily dwelling                              ","235     ","W ","CANTON                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0037460","0","06/13/2017","17:32:21","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","162 ","Bar or nightclub                                  ","1270    ","  ","BOYLSTON                 ","  ","ST  ",": @BASEBALL TAVERN INC - 1270 BOYLSTON S","  ","                         ","  ","    "
"17-0037463","0","06/13/2017","17:37:43","444 ","Power line down                                   ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","960 ","Street, Other                                     ","55      ","  ","CAMBRIDGE                ","  ","ST  ",": @MBTA STA-SULLIVAN                    ","  ","                         ","  ","    "
"17-0037465","0","06/13/2017","17:41:44","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","116 ","Swimming facility: indoor or outdoor              ","165     ","  ","WILLIAM J DAY            ","  ","BLVD",": @PARK-CARSON BEACH - 165 DAY BLVD, SB ","  ","                         ","  ","    "
"17-0037467","0","06/13/2017","17:54:45","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","300 ","Health care, detention, & correction, Other       ","120     ","  ","LIVERPOOL                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0037469","0","06/13/2017","17:56:05","553 ","Public service                                    ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","519 ","Food and beverage sales, grocery store            ","45      ","  ","WILLIAM T MORRISSEY      ","  ","BLVD",": @SHAWS SUPERMARKET - 45 WILLIAM T MORR","  ","                         ","  ","    "
"17-0037470","0","06/13/2017","17:57:17","550 ","Public service assistance, Other                  ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","429 ","Multifamily dwelling                              ","8       ","  ","WHITTIER                 ","  ","PL  ",": @EMERPH-8572105290 - THOREAU PATH (BEH","  ","                         ","  ","    "
"17-0037473","0","06/13/2017","18:13:27","553 ","Public service                                    ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","900 ","Outside or special property, Other                ","2       ","  ","DEARBORN                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0037474","0","06/13/2017","18:21:03","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","06   ","DO             ","Dorchester                                        ","02125     ","429 ","Multifamily dwelling                              ","100     ","  ","OCEAN VIEW               ","  ","DR  ",": #12-192                               ","  ","                         ","  ","    "
"17-0037477","0","06/13/2017","18:32:06","118 ","Trash or rubbish fire, contained                  ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02121     ","429 ","Multifamily dwelling                              ","58-60   ","  ","RUTHVEN                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0037479","0","06/13/2017","18:36:02","553 ","Public service                                    ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","429 ","Multifamily dwelling                              ","2136    ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0037480","0","06/13/2017","18:37:42","554 ","Assist invalid                                    ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","419 ","1 or 2 family dwelling                            ","43      ","  ","CHELLMAN                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0037482","0","06/13/2017","18:44:05","714 ","Central station, malicious false alarm            ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02108     ","592 ","Bank                                              ","73      ","  ","TREMONT                  ","  ","ST  ",": @COL-SUFFOLK-ROSALIE K. STAHL CENTER  ","  ","                         ","  ","    "
"17-0037484","0","06/13/2017","18:45:46","552 ","Police matter                                     ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","962 ","Residential street, road or residential driveway  ","20      ","  ","FAUNCE                   ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0037485","0","06/13/2017","18:53:13","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","311 ","24-hour care Nursing homes, 4 or more persons     ","111     ","  ","ORIENT                   ","  ","AVE ",": #12-6247                              ","  ","                         ","  ","    "
"17-0037486","0","06/13/2017","18:57:00","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","429 ","Multifamily dwelling                              ","232     ","  ","KELTON                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0037487","0","06/13/2017","18:58:41","444 ","Power line down                                   ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02120     ","960 ","Street, Other                                     ","10      ","  ","ALLEGHANY                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0037488","0","06/13/2017","19:02:49","552 ","Police matter                                     ","0.0000","0.0000","04   ","               ","","02115     ","921 ","Bridge, trestle                                   ","        ","  ","MASSACHUSSETTS           ","  ","AV  ",": @BR-MASS                              ","  ","                         ","  ","    "
"17-0037490","0","06/13/2017","19:05:34","440 ","Electrical  wiring/equipment problem, Other       ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","960 ","Street, Other                                     ","        ","  ","PEARL                    ","  ","ST  ","                                        ","  ","WESLEY                   ","  ","ST  "
"17-0037491","0","06/13/2017","19:07:58","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","511 ","Convenience store                                 ","280     ","  ","CENTRE                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0037493","0","06/13/2017","19:18:33","551 ","Assist police or other governmental agency        ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","963 ","Street or road in commercial area                 ","        ","  ","COLUMBUS                 ","  ","AVE ","                                        ","  ","WASHINGTON               ","  ","ST  "
"17-0037494","0","06/13/2017","19:23:57","113 ","Cooking fire, confined to container               ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","429 ","Multifamily dwelling                              ","229-233 ","  ","KELTON                   ","  ","ST  ",": #WYN3679                              ","  ","                         ","  ","    "
"17-0037498","0","06/13/2017","19:39:11","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","01   ","               ","","02152     ","647 ","Water utility                                     ","        ","  ","DEER ISLAND              ","  ","    ",": @ISL-DEER ISLAND                      ","  ","                         ","  ","    "
"17-0037499","0","06/13/2017","19:45:44","553 ","Public service                                    ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","900 ","Outside or special property, Other                ","        ","  ","HAMPDEN                  ","  ","ST  ","                                        ","  ","ALBANY                   ","  ","ST  "
"17-0037502","0","06/13/2017","19:54:21","113 ","Cooking fire, confined to container               ","100.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","429 ","Multifamily dwelling                              ","486     ","  ","BLUE HILL                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0037506","0","06/13/2017","20:20:28","445 ","Arcing, shorted electrical equipment              ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","962 ","Residential street, road or residential driveway  ","53      ","  ","COPELAND                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0037507","0","06/13/2017","20:21:47","445 ","Arcing, shorted electrical equipment              ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02122     ","962 ","Residential street, road or residential driveway  ","16      ","  ","SACO                     ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0037514","0","06/13/2017","20:43:07","550 ","Public service assistance, Other                  ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","900 ","Outside or special property, Other                ","        ","  ","BRUNSWICK                ","  ","ST  ","                                        ","  ","NORMANDY                 ","  ","ST  "
"17-0037515","0","06/13/2017","20:44:07","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","429 ","Multifamily dwelling                              ","229-233 ","  ","KELTON                   ","  ","ST  ",": #WYN3679                              ","  ","                         ","  ","    "
"17-0037517","0","06/13/2017","21:06:50","151 ","Outside rubbish, trash or waste fire              ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","938 ","Graded and cared-for plots of land                ","170     ","  ","MORTON                   ","  ","ST  ",": @HOSP-SHATTUCK ADMN                   ","  ","                         ","  ","    "
