"Incident Number","Exposure Number","Alarm Date","Alarm Time","Incident Type","Incident Description","Estimated Property Loss","Estimated Content Loss","District","City Section","Neighborhood","Zip","Property Use","Property Description","Street Number","Street Prefix","Street Name","Street Suffix","Street Type","Address 2","XStreet Prefix","XStreet Name","XStreet Suffix","XStreet Type"
"17-0076089","0","11/16/2017","11:06:10","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","429 ","Multifamily dwelling                              ","2870    ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0076090","0","11/16/2017","11:06:57","900T","BFD Drill                                         ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","311 ","24-hour care Nursing homes, 4 or more persons     ","244     ","  ","COREY                    ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0076091","0","11/16/2017","11:08:47","900T","BFD Drill                                         ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","311 ","24-hour care Nursing homes, 4 or more persons     ","212     ","  ","COREY                    ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0076092","0","11/16/2017","11:09:17","900T","BFD Drill                                         ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","311 ","24-hour care Nursing homes, 4 or more persons     ","208     ","  ","COREY                    ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0076093","0","11/16/2017","11:13:59","900T","BFD Drill                                         ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","331 ","Hospital - medical or psychiatric                 ","104     ","  ","WARREN                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0076094","0","11/16/2017","11:14:45","900T","BFD Drill                                         ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","210 ","Schools, non-adult, other                         ","14      ","  ","WARREN                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0076095","0","11/16/2017","11:17:52","900T","BFD Drill                                         ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02109     ","NNN ","None                                              ","50      ","  ","BATTERY                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0076096","0","11/16/2017","11:19:34","553 ","Public service                                    ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","500 ","Mercantile, business, Other                       ","25      ","  ","GUEST                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0076098","0","11/16/2017","11:36:21","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","    ","","725     ","  ","ALBANY                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0076099","0","11/16/2017","11:37:20","600 ","Good intent call, Other                           ","0.0000","0.0000","08   ","HP             ","Hyde Park                                         ","02126     ","460 ","Dormitory-type residence, other                   ","705     ","  ","RIVER                    ","  ","ST  ",": @BHA-HASSAN APARTMENTS - 705 RIVER ST,","  ","                         ","  ","    "
"17-0076103","0","11/16/2017","12:02:07","740 ","Unintentional transmission of alarm, Other        ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","429 ","Multifamily dwelling                              ","62      ","W ","RUTLAND                  ","  ","SQ  ",": #WYN3933                              ","  ","                         ","  ","    "
"17-0076104","0","11/16/2017","12:06:45","113 ","Cooking fire, confined to container               ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","429 ","Multifamily dwelling                              ","82      ","  ","MYRTLE                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0076108","0","11/16/2017","12:34:11","412 ","Gas leak (natural gas or LPG)                     ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","429 ","Multifamily dwelling                              ","        ","  ","TREMONT                  ","  ","ST  ",": alias TREMONT ST/MASS AVE BO BSTN     ","  ","MASSACHUSETTS            ","  ","AVE "
"17-0076112","0","11/16/2017","12:59:13","714 ","Central station, malicious false alarm            ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02108     ","429 ","Multifamily dwelling                              ","34.5    ","  ","BEACON                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0076115","0","11/16/2017","13:16:27","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02120     ","429 ","Multifamily dwelling                              ","71      ","  ","PRENTISS                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0076116","0","11/16/2017","13:20:23","553 ","Public service                                    ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","900 ","Outside or special property, Other                ","        ","  ","SUMMIT                   ","  ","AVE ","                                        ","  ","COREY                    ","  ","RD  "
"17-0076117","0","11/16/2017","13:22:08","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","400 ","Residential, Other                                ","620     ","  ","NORFOLK                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0076118","0","11/16/2017","13:28:37","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","429 ","Multifamily dwelling                              ","2       ","  ","CUMMINGTON               ","  ","MALL",": #BU433                                ","  ","                         ","  ","    "
"17-0076120","0","11/16/2017","13:35:58","552 ","Police matter                                     ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","10      ","  ","SCHOOL                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0076121","0","11/16/2017","13:47:05","746 ","Carbon monoxide detector activation, no CO        ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","419 ","1 or 2 family dwelling                            ","12      ","  ","FERNALD                  ","  ","TER ","                                        ","  ","                         ","  ","    "
"17-0076122","0","11/16/2017","13:54:58","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","429 ","Multifamily dwelling                              ","131     ","  ","DARTMOUTH                ","  ","ST  ",": #13-1546                              ","  ","                         ","  ","    "
"17-0076123","0","11/16/2017","14:00:14","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","429 ","Multifamily dwelling                              ","118     ","  ","HUNTINGTON               ","  ","AVE ",": #14-1565                              ","  ","                         ","  ","    "
"17-0076125","0","11/16/2017","14:13:43","554 ","Assist invalid                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","900 ","Outside or special property, Other                ","1387    ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0076127","0","11/16/2017","14:25:15","740 ","Unintentional transmission of alarm, Other        ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02115     ","241 ","Adult education center, college classroom         ","210     ","  ","LONGWOOD                 ","  ","AVE ",": #HAR363                               ","  ","                         ","  ","    "
"17-0076128","0","11/16/2017","14:39:34","740 ","Unintentional transmission of alarm, Other        ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","429 ","Multifamily dwelling                              ","395-397 ","  ","MASSACHUSETTS            ","  ","AVE ",": #WYN2902                              ","  ","                         ","  ","    "
"17-0076129","0","11/16/2017","14:44:22","714 ","Central station, malicious false alarm            ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","321 ","Mental retardation/development disability facility","30      ","  ","PLEASANT                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0076130","0","11/16/2017","14:51:03","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","    ","","330     ","  ","HUNTINGTON               ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0076132","0","11/16/2017","14:52:02","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","429 ","Multifamily dwelling                              ","29      ","  ","MONSIGNOR REYNOLDS       ","  ","WAY ","                                        ","  ","                         ","  ","    "
"17-0076133","0","11/16/2017","14:56:33","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","429 ","Multifamily dwelling                              ","160     ","E ","BERKELEY                 ","  ","ST  ",": #WYN4233                              ","  ","                         ","  ","    "
"17-0076135","0","11/16/2017","15:07:00","641 ","Vicinity alarm (incident in other location)       ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","900 ","Outside or special property, Other                ","666     ","  ","BOYLSTON                 ","  ","ST  ",": @BPL-COPLEY SQ-NEW - 666 BOYLSTON ST, ","  ","                         ","  ","    "
"17-0076139","0","11/16/2017","15:20:15","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02120     ","429 ","Multifamily dwelling                              ","75      ","  ","SAINT ALPHONSUS          ","  ","ST  ",": #14-2365                              ","  ","                         ","  ","    "
"17-0076140","0","11/16/2017","15:21:37","111 ","Building fire                                     ","0.0000","1000.0000","07   ","DO             ","Dorchester                                        ","02121     ","429 ","Multifamily dwelling                              ","41      ","  ","INTERVALE                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0076142","0","11/16/2017","15:29:26","116 ","Fuel burner/boiler malfunction, fire confined     ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","131 ","Church, mosque, synagogue, temple, chapel         ","540     ","  ","COLUMBIA                 ","  ","RD  ",": @CH-PILGRIM CHURCH-DORCHESTER UCC - 54","  ","                         ","  ","    "
"17-0076145","0","11/16/2017","15:38:55","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02109     ","UUU ","Undetermined                                      ","1       ","  ","FANEUIL HALL             ","  ","SQ  ",": @FANEUIL HALL                         ","  ","                         ","  ","    "
"17-0076146","0","11/16/2017","15:39:36","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02203     ","    ","","1       ","  ","CITY HALL                ","  ","PLZ ",": @CITY HALL PLAZA                      ","  ","                         ","  ","    "
"17-0076149","0","11/16/2017","15:44:35","641 ","Vicinity alarm (incident in other location)       ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","963 ","Street or road in commercial area                 ","236     ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0076153","0","11/16/2017","15:52:32","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","429 ","Multifamily dwelling                              ","35      ","  ","WEBSTER                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0076155","0","11/16/2017","15:58:59","424 ","Carbon monoxide incident                          ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","429 ","Multifamily dwelling                              ","49      ","  ","UNION                    ","  ","PARK","                                        ","  ","                         ","  ","    "
"17-0076158","0","11/16/2017","16:08:18","714 ","Central station, malicious false alarm            ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","824-826 ","  ","BLUE HILL                ","  ","AVE ",": alias 824-826 BHA                     ","  ","                         ","  ","    "
"17-0076161","0","11/16/2017","16:14:30","113 ","Cooking fire, confined to container               ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","400 ","Residential, Other                                ","434     ","  ","DUDLEY                   ","  ","ST  ",": #INS624                               ","  ","                         ","  ","    "
"17-0076162","0","11/16/2017","16:19:08","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","    ","","        ","  ","HUNTINGTON               ","  ","AVE ","                                        ","  ","EXETER                   ","  ","ST  "
"17-0076164","0","11/16/2017","16:27:23","641 ","Vicinity alarm (incident in other location)       ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","960 ","Street, Other                                     ","100     ","S ","HUNTINGTON               ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0076167","0","11/16/2017","16:37:56","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","429 ","Multifamily dwelling                              ","244     ","  ","KELTON                   ","  ","ST  ",": #CLM310                               ","  ","                         ","  ","    "
"17-0076168","0","11/16/2017","16:38:36","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","    ","","967     ","  ","BLUE HILL                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0076170","0","11/16/2017","16:46:33","652 ","Steam, vapor, fog or dust thought to be smoke     ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","419 ","1 or 2 family dwelling                            ","550     ","E ","EIGHTH                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0076171","0","11/16/2017","16:50:03","553 ","Public service                                    ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02113     ","429 ","Multifamily dwelling                              ","184     ","  ","SALEM                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0076172","0","11/16/2017","16:51:13","730 ","System malfunction, Other                         ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","429 ","Multifamily dwelling                              ","928     ","  ","PARKER                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0076173","0","11/16/2017","16:57:13","553 ","Public service                                    ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","500 ","Mercantile, business, Other                       ","1592    ","  ","BLUE HILL                ","  ","AVE ",": @LAS VEGAS EXPRESS - 1592 BLUE HILL AV","  ","                         ","  ","    "
"17-0076174","0","11/16/2017","16:57:27","554 ","Assist invalid                                    ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","429 ","Multifamily dwelling                              ","15      ","  ","ROCKY NOOK               ","  ","TER ","                                        ","  ","                         ","  ","    "
"17-0076175","0","11/16/2017","17:03:34","714 ","Central station, malicious false alarm            ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","254 ","Day care, in commercial property                  ","64      ","  ","BRADSHAW                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0076176","0","11/16/2017","17:04:19","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02210     ","599 ","Business office                                   ","369     ","  ","CONGRESS                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0076179","0","11/16/2017","17:26:14","113 ","Cooking fire, confined to container               ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","429 ","Multifamily dwelling                              ","2       ","  ","MONSIGNOR ALBERT A. JACOB","  ","RD  ",": #13-6151                              ","  ","                         ","  ","    "
"17-0076184","0","11/16/2017","17:46:47","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","960 ","Street, Other                                     ","530     ","  ","COMMONWEALTH             ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0076185","0","11/16/2017","17:48:04","411 ","Gasoline or other flammable liquid spill          ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","592 ","Bank                                              ","560     ","  ","COMMONWEALTH             ","  ","AVE ",": @CITIZENS BANK - 560 COMMONWEALTH AVE,","  ","                         ","  ","    "
"17-0076186","0","11/16/2017","17:50:42","651 ","Smoke scare, odor of smoke                        ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","429 ","Multifamily dwelling                              ","38      ","  ","GARDEN                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0076188","0","11/16/2017","17:51:56","651 ","Smoke scare, odor of smoke                        ","0.0000","0.0000","06   ","DO             ","Dorchester                                        ","02125     ","429 ","Multifamily dwelling                              ","40      ","  ","WESTWIND                 ","  ","RD  ",": #12-1913                              ","  ","                         ","  ","    "
"17-0076189","0","11/16/2017","17:53:34","522 ","Water or steam leak                               ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","400 ","Residential, Other                                ","45      ","  ","CENTRE                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0076190","0","11/16/2017","18:01:23","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","429 ","Multifamily dwelling                              ","944     ","  ","PARKER                   ","  ","ST  ",": #12-2394                              ","  ","                         ","  ","    "
"17-0076191","0","11/16/2017","18:07:12","621 ","Wrong location                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","429 ","Multifamily dwelling                              ","110     ","  ","DARTMOUTH                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0076193","0","11/16/2017","18:09:43","113 ","Cooking fire, confined to container               ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","429 ","Multifamily dwelling                              ","10      ","  ","DARTMOUTH                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0076196","0","11/16/2017","18:17:07","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","    ","","50      ","  ","NEW SUDBURY              ","  ","ST  ",": @MBTA STA-HYMKT GRN                   ","  ","                         ","  ","    "
"17-0076197","0","11/16/2017","18:26:01","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","429 ","Multifamily dwelling                              ","325     ","E ","EIGHTH                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0076198","0","11/16/2017","18:29:07","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","429 ","Multifamily dwelling                              ","31      ","  ","HEMENWAY                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0076200","0","11/16/2017","18:45:27","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","429 ","Multifamily dwelling                              ","5050    ","  ","WASHINGTON               ","  ","ST  ",": #INS322                               ","  ","                         ","  ","    "
"17-0076203","0","11/16/2017","18:57:48","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","03   ","BO             ","Boston                                            ","02111     ","429 ","Multifamily dwelling                              ","37      ","  ","TEMPLE                   ","  ","PL  ","                                        ","  ","                         ","  ","    "
"17-0076204","0","11/16/2017","19:01:23","600 ","Good intent call, Other                           ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","962 ","Residential street, road or residential driveway  ","        ","  ","JAMAICAWAY               ","  ","    ","                                        ","  ","BYNNER                   ","  ","ST  "
"17-0076205","0","11/16/2017","19:01:43","440 ","Electrical  wiring/equipment problem, Other       ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","429 ","Multifamily dwelling                              ","99      ","W ","SPRINGFIELD              ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0076209","0","11/16/2017","19:32:27","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","331 ","Hospital - medical or psychiatric                 ","30      ","  ","WARREN                   ","  ","ST  ",": #13-5186                              ","  ","                         ","  ","    "
"17-0076210","0","11/16/2017","19:34:42","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02210     ","161 ","Restaurant or cafeteria                           ","101     ","  ","SEAPORT                  ","  ","BLVD","                                        ","  ","                         ","  ","    "
"17-0076211","0","11/16/2017","19:36:31","113 ","Cooking fire, confined to container               ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","460 ","Dormitory-type residence, other                   ","457     ","  ","PARK                     ","  ","DR  ",": #BU466                                ","  ","                         ","  ","    "
"17-0076215","0","11/16/2017","19:52:21","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","182 ","Auditorium, concert hall                          ","31      ","  ","HEMENWAY                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0076216","0","11/16/2017","19:54:53","424 ","Carbon monoxide incident                          ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","32-34   ","  ","FIDELIS                  ","  ","WAY ","                                        ","  ","                         ","  ","    "
"17-0076219","0","11/16/2017","20:01:23","553 ","Public service                                    ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","429 ","Multifamily dwelling                              ","590     ","  ","AMERICAN LEGION          ","  ","HWY ","                                        ","  ","                         ","  ","    "
"17-0076220","0","11/16/2017","20:04:09","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02111     ","UUU ","Undetermined                                      ","47      ","  ","HARRISON                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0076225","0","11/16/2017","20:19:28","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02199     ","    ","","800     ","  ","BOYLSTON                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0076226","0","11/16/2017","20:20:30","900 ","Special type of incident, Other                   ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02215     ","500 ","Mercantile, business, Other                       ","890     ","  ","COMMONWEALTH             ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0076227","0","11/16/2017","20:29:15","500 ","Service Call, other                               ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","419 ","1 or 2 family dwelling                            ","5       ","  ","NEWCROFT                 ","  ","CIR ","                                        ","  ","                         ","  ","    "
"17-0076229","0","11/16/2017","20:29:44","554 ","Assist invalid                                    ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02110     ","429 ","Multifamily dwelling                              ","111     ","  ","ATLANTIC                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0076231","0","11/16/2017","20:39:48","746 ","Carbon monoxide detector activation, no CO        ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","429 ","Multifamily dwelling                              ","172     ","  ","BUNKER HILL              ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0076232","0","11/16/2017","20:53:48","553 ","Public service                                    ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","962 ","Residential street, road or residential driveway  ","179     ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0076233","0","11/16/2017","21:10:25","411 ","Gasoline or other flammable liquid spill          ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","    ","","        ","  ","CHARLESGATE              ","W ","    ",": ALIAS CHARLES GATE W/BE               ","  ","BEACON                   ","  ","ST  "
"17-0076234","0","11/16/2017","21:30:07","411 ","Gasoline or other flammable liquid spill          ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","960 ","Street, Other                                     ","310     ","  ","STUART                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0076237","0","11/16/2017","22:00:01","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","06   ","DO             ","Dorchester                                        ","02125     ","400 ","Residential, Other                                ","66      ","  ","BEACH POINT              ","  ","PL  ",": #13-1918                              ","  ","                         ","  ","    "
"17-0076240","0","11/16/2017","22:34:12","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","322 ","Alcohol or substance abuse recovery center        ","54      ","  ","OLD COLONY               ","  ","AVE ",": #AFA2514                              ","  ","                         ","  ","    "
"17-0076241","0","11/16/2017","22:34:47","714 ","Central station, malicious false alarm            ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","429 ","Multifamily dwelling                              ","800     ","  ","BORDER                   ","  ","ST  ",": #AFA8185                              ","  ","                         ","  ","    "
"17-0076244","0","11/16/2017","22:45:46","600 ","Good intent call, Other                           ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","900 ","Outside or special property, Other                ","        ","  ","WILLIAMS                 ","  ","ST  ","                                        ","  ","WASHINGTON               ","  ","ST  "
"17-0076246","0","11/16/2017","22:52:33","714 ","Central station, malicious false alarm            ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02113     ","161 ","Restaurant or cafeteria                           ","78      ","  ","SALEM                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0076248","0","11/16/2017","22:59:20","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02108     ","449 ","Hotel/motel, commercial                           ","1       ","  ","COURT                    ","  ","ST  ",": @HOTEL-AMES HOTEL - 1 COURT ST # 12A, ","  ","                         ","  ","    "
"17-0076250","0","11/16/2017","23:17:20","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","400 ","Residential, Other                                ","160     ","  ","WOODLEY                  ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0076251","0","11/16/2017","23:44:57","600 ","Good intent call, Other                           ","0.0000","0.0000","08   ","HP             ","Hyde Park                                         ","02126     ","419 ","1 or 2 family dwelling                            ","9       ","  ","MARIPOSA                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0076255","0","11/17/2017","00:15:14","552 ","Police matter                                     ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","400 ","Residential, Other                                ","134     ","  ","EDGEMERE                 ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0076256","0","11/17/2017","00:22:47","730 ","System malfunction, Other                         ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","429 ","Multifamily dwelling                              ","265     ","  ","CENTRE                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0076258","0","11/17/2017","01:17:02","412 ","Gas leak (natural gas or LPG)                     ","0.0000","0.0000","04   ","RX             ","Roxbury                                           ","02120     ","429 ","Multifamily dwelling                              ","748     ","  ","COLUMBUS                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"17-0076259","0","11/17/2017","01:26:04","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","12   ","JP             ","Jamaica Plain                                     ","02130     ","    ","","3699    ","  ","WASHINGTON               ","  ","ST  ",": @MBTA STA-FOREST HILLS                ","  ","                         ","  ","    "
"17-0076260","0","11/17/2017","01:51:28","552 ","Police matter                                     ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","900 ","Outside or special property, Other                ","444     ","  ","HARRISON                 ","  ","AVE ",": @SHELTER-PINE STREET INN INC - 444 HAR","  ","                         ","  ","    "
"17-0076261","0","11/17/2017","02:10:02","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","981 ","Construction site                                 ","21-27   ","  ","BURLINGTON               ","  ","AVE ",": #14-2327                              ","  ","                         ","  ","    "
"17-0076262","0","11/17/2017","02:16:46","740 ","Unintentional transmission of alarm, Other        ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","    ","","20      ","  ","OVERLAND                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0076263","0","11/17/2017","02:44:47","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","    ","","19      ","  ","RILEY                    ","  ","RD  ","                                        ","  ","                         ","  ","    "
"17-0076266","0","11/17/2017","03:47:31","553 ","Public service                                    ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","116     ","  ","LUCERNE                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"17-0076267","0","11/17/2017","03:50:14","714 ","Central station, malicious false alarm            ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","962 ","Residential street, road or residential driveway  ","301     ","S ","HUNTINGTON               ","  ","AVE ",": @LTC-MOUNT PLEASANT HOME              ","  ","                         ","  ","    "
